,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
mpz-1 II_-_10740438_10741135,mpz-1,WBGene00003404,C52A11.4,II_-_10740438_10741135,NA,19.67%,NA,15.62%,8.84%,6.26%,4.75%,24.69%,10.94%,NA,23.93%,33.94%,28.55%,NA,17.59%,21.37%,NA,27.29%,46.05%,NA,NA,23.26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35%,NA,NA,NA,6.37%,13.71%,NA
mpz-1 II_-_10741220_10741495,mpz-1,WBGene00003404,C52A11.4,II_-_10741220_10741495,4.84%,NA,5.23%,NA,13.66%,0.79%,2.85%,NA,NA,14.66%,NA,14.76%,22.57%,NA,NA,NA,NA,NA,NA,NA,NA,13.49%,10.28%,NA,NA,NA,NA,14.50%,NA,NA,6.78%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,5.14%,NA,15.14%,6.89%,NA
mpz-1 II_-_10742554_10746346,mpz-1,WBGene00003404,C52A11.4,II_-_10742554_10746346,NA,NA,NA,NA,NA,4.74%,NA,NA,NA,16.45%,NA,NA,7.11%,NA,NA,NA,NA,NA,NA,NA,4.35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.06%,NA,NA,NA,NA,2.17%,NA,NA,NA,NA,NA,15.72%
mpz-1 II_-_10747980_10748242,mpz-1,WBGene00003404,C52A11.4,II_-_10747980_10748242,NA,31.71%,6.93%,NA,NA,NA,NA,NA,NA,16.84%,NA,NA,NA,NA,NA,10.18%,NA,NA,NA,1.66%,3.13%,NA,17.96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,5.41%,NA,NA,2.38%,NA
mpz-1 II_-_10749930_10751052,mpz-1,WBGene00003404,C52A11.4,II_-_10749930_10751052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA
mpz-1 II_-_10751561_10751723,mpz-1,WBGene00003404,C52A11.4,II_-_10751561_10751723,NA,NA,NA,11.70%,NA,NA,NA,NA,11.36%,NA,NA,NA,NA,6.61%,NA,NA,9.98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.29%,29.57%,NA,5.24%,NA,NA,18.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58%,NA,8.12%,NA
mpz-1 II_-_10751831_10752124,mpz-1,WBGene00003404,C52A11.4,II_-_10751831_10752124,NA,NA,NA,NA,NA,4.17%,NA,NA,NA,NA,NA,31.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.05%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA
mpz-1 II_-_10752432_10753529,mpz-1,WBGene00003404,C52A11.4,II_-_10752432_10753529,NA,NA,NA,NA,6.54%,NA,NA,NA,NA,NA,NA,NA,18.98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.38%,NA,9.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94%,NA,NA
mpz-1 II_-_10753587_10754009,mpz-1,WBGene00003404,C52A11.4,II_-_10753587_10754009,NA,NA,NA,NA,0%,NA,NA,NA,NA,8.13%,NA,NA,0%,7.05%,NA,4.17%,41.63%,NA,NA,NA,NA,NA,NA,NA,NA,4.44%,6.18%,22.22%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,4.91%,NA,NA,NA,6.21%,2.08%,NA,NA
mpz-1 II_-_10758980_10759357,mpz-1,WBGene00003404,C52A11.4,II_-_10758980_10759357,NA,NA,NA,9.40%,9.89%,0%,NA,NA,3.28%,NA,NA,NA,22.46%,NA,NA,7.47%,NA,NA,NA,NA,NA,NA,19.17%,NA,NA,NA,NA,NA,9.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.85%,2.56%,NA,NA,NA,NA,3.75%,NA
mpz-1 II_-_10760255_10760411,mpz-1,WBGene00003404,C52A11.4,II_-_10760255_10760411,NA,NA,5.94%,NA,NA,NA,NA,NA,NA,NA,NA,30.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mpz-1 II_-_10764265_10766634,mpz-1,WBGene00003404,C52A11.4,II_-_10764265_10766634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.29%,NA,NA,NA,NA,4.45%,NA,NA,NA,NA,NA,NA
mrck-1 V_-_6265376_6265846,mrck-1,WBGene00006437,K08B12.5,V_-_6265376_6265846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.24%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrp-1 X_-_579387_579986,mrp-1,WBGene00003407,F57C12.5,X_-_579387_579986,17.86%,NA,12.41%,7.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85%,NA,NA,NA,NA,NA,NA,NA,5.62%,NA,NA,NA,NA,NA,NA,27.91%,33.05%
mrp-1 X_-_580143_581628,mrp-1,WBGene00003407,F57C12.5,X_-_580143_581628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26%,NA,NA,NA,NA,NA,8.33%,NA,NA,NA,NA,NA,NA,NA,21.67%,NA,NA,10%,35.62%,NA,NA,NA,NA,NA,NA,NA,NA,3.85%,NA,NA,NA,NA,NA,NA
mrp-1 X_-_580453_581628,mrp-1,WBGene00003407,F57C12.5,X_-_580453_581628,3.93%,NA,17.50%,NA,NA,8.33%,2.58%,NA,13.78%,NA,NA,NA,NA,NA,1.79%,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,11.51%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,6.48%,19.53%,NA,NA,NA,20.32%,NA,NA,33.27%
mrp-2 X_-_563955_564397,mrp-2,WBGene00003408,F57C12.4,X_-_563955_564397,7.29%,NA,NA,NA,NA,NA,NA,NA,NA,18.09%,NA,NA,NA,NA,NA,NA,0%,NA,NA,4.21%,NA,17.64%,NA,NA,2.83%,6.25%,NA,NA,NA,NA,NA,2.38%,NA,1.27%,NA,NA,NA,5.84%,7.60%,NA,NA,NA,7.05%,NA,NA,NA
mrp-2 X_-_570549_570651,mrp-2,WBGene00003408,F57C12.4,X_-_570549_570651,5.55%,NA,NA,NA,NA,NA,NA,21.17%,NA,NA,NA,NA,NA,3.71%,12.12%,2.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73%,NA,NA,0%,NA,7.15%,NA,NA,NA,NA,NA,NA,NA,NA,1.52%,NA,3.80%,0.70%,NA,NA,NA
mrp-7 V_+_19689234_19689367,mrp-7,WBGene00003413,Y43F8C.12,V_+_19689234_19689367,6.81%,27.79%,3.21%,2.39%,25.89%,6.94%,2.86%,27.05%,1.29%,26.20%,29.43%,26.14%,22.85%,4.95%,3.32%,15.12%,13.46%,28.39%,18.40%,2.05%,5.62%,23.14%,27.47%,18.58%,8.09%,7.03%,3.60%,31.53%,8.91%,51.68%,3.63%,5.34%,7.50%,5.20%,26.19%,9.03%,24.91%,3.35%,2.55%,0.67%,3.75%,12.42%,7.79%,18.79%,12.66%,24.14%
mrpl-15 I_+_1436429_1437377,mrpl-15,WBGene00022373,Y92H12BR.8,I_+_1436429_1437377,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56%,NA,NA,NA,2.50%,22.92%,NA,NA,NA,NA,NA,NA,8.03%,26.45%,8.05%,NA,NA,NA,NA,NA,NA,NA,3.24%,1.86%,NA,3.34%,NA,NA,NA,NA
mrpl-19 I_-_4509122_4509470,mrpl-19,WBGene00022470,Y119C1B.4,I_-_4509122_4509470,NA,NA,18.06%,NA,NA,0%,8.33%,NA,3.47%,NA,NA,NA,NA,NA,15.14%,13.56%,NA,NA,NA,NA,0%,35.52%,37.33%,25.39%,NA,NA,NA,NA,NA,NA,NA,NA,10.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24%,NA,1.85%,14.96%
mrpl-19 I_-_4509680_4510370,mrpl-19,WBGene00022470,Y119C1B.4,I_-_4509680_4510370,NA,NA,7.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75%,11.40%,NA,NA,NA,NA,1.76%,NA,1.04%,NA,NA,NA,NA,NA,24.47%
mrpl-2 IV_+_774657_775527,mrpl-2,WBGene00018932,F56B3.8,IV_+_774657_775527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90%,1.52%,NA,NA,NA,NA
mrpl-2 IV_+_775741_776316,mrpl-2,WBGene00018932,F56B3.8,IV_+_775741_776316,0.63%,NA,NA,1.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49%,NA,NA,44.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67%,NA,NA,NA,1.34%,22.90%
mrpl-22 III_+_10615760_10616340,mrpl-22,WBGene00012645,Y39A1A.6,III_+_10615760_10616340,NA,NA,NA,3.90%,NA,NA,NA,17.32%,NA,NA,NA,NA,NA,NA,NA,9.20%,NA,22.71%,NA,5.81%,NA,NA,NA,21.89%,4.76%,NA,NA,NA,4.93%,NA,NA,NA,NA,NA,NA,0%,NA,NA,7.63%,NA,NA,NA,2.16%,NA,NA,21.53%
mrpl-22 III_+_10616518_10616733,mrpl-22,WBGene00012645,Y39A1A.6,III_+_10616518_10616733,NA,NA,NA,NA,NA,4.31%,5.42%,20.16%,NA,NA,NA,NA,NA,NA,2.96%,12.38%,3.07%,17.64%,NA,2.11%,1.78%,NA,NA,17.84%,4.44%,NA,3.40%,16.92%,NA,NA,0.96%,NA,5.93%,NA,NA,NA,NA,2.62%,3.66%,NA,NA,NA,3.41%,NA,NA,16%
mrpl-22 III_+_10616861_10617605,mrpl-22,WBGene00012645,Y39A1A.6,III_+_10616861_10617605,4.39%,25.60%,NA,4.48%,NA,0.78%,NA,23.12%,6.58%,NA,NA,23.48%,NA,NA,8.21%,NA,2.67%,25.83%,NA,2.86%,4.64%,22.63%,NA,NA,5.98%,NA,NA,NA,NA,7.25%,NA,NA,1.78%,NA,NA,NA,NA,10.50%,NA,1.10%,5.59%,NA,NA,NA,7.30%,22.56%
mrpl-30 III_-_2407523_2408878,mrpl-30,WBGene00021021,W04B5.4,III_-_2407523_2408878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.10%,33.72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18%,NA
mrpl-35 III_+_3510402_3510501,mrpl-35,WBGene00010812,M01F1.6,III_+_3510402_3510501,NA,NA,4.50%,2.53%,NA,NA,NA,NA,1.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72%,NA,11.65%,NA,NA,NA,NA,NA,NA,3.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25%,2.71%,NA,NA,NA,NA
mrpl-35 III_+_3510620_3510719,mrpl-35,WBGene00010812,M01F1.6,III_+_3510620_3510719,NA,NA,5.53%,0.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73%
mrpl-38 I_-_1026617_1029491,mrpl-38,WBGene00021327,Y34D9A.1,I_-_1026617_1029491,NA,NA,NA,NA,NA,NA,NA,NA,0.60%,NA,NA,NA,NA,3.11%,NA,6.90%,NA,NA,NA,NA,NA,10.44%,NA,20.06%,NA,NA,1.15%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,3.67%,NA,NA,NA,1.44%,NA,6.45%,14.20%
mrpl-39 V_+_1821656_1822056,mrpl-39,WBGene00044344,Y46H3A.7,V_+_1821656_1822056,11.71%,20%,26.72%,19.70%,60.54%,7.90%,13.75%,NA,11.53%,NA,NA,NA,26.67%,31.09%,12.01%,57.63%,9.87%,NA,NA,19.00%,25.36%,40.11%,NA,NA,40.81%,15.85%,2.81%,NA,7.24%,21.66%,13.74%,4.79%,21.02%,8.38%,NA,4.17%,50.74%,45.30%,9.02%,7.39%,28.40%,13.06%,32.20%,51.53%,23.81%,NA
mrpl-4 V_+_8468139_8468755,mrpl-4,WBGene00020717,T23B12.2,V_+_8468139_8468755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21%,NA,NA,NA,NA,NA,NA,22.63%,NA,NA,NA,7.18%,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05%
mrpl-41 II_+_289147_289761,mrpl-41,WBGene00015185,B0432.3,II_+_289147_289761,NA,NA,NA,NA,NA,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33%,18.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl-41 II_+_289870_289974,mrpl-41,WBGene00015185,B0432.3,II_+_289870_289974,NA,NA,NA,NA,NA,1.09%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61%,NA,NA,NA,NA,NA,NA,NA,11.02%
mrpl-41 II_+_290101_290204,mrpl-41,WBGene00015185,B0432.3,II_+_290101_290204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.17%,NA,NA,NA,NA,NA,NA,11.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrpl-44 III_-_9089026_9089160,mrpl-44,WBGene00008514,F02A9.4,III_-_9089026_9089160,NA,83.25%,NA,NA,66.02%,NA,NA,59.61%,NA,54.64%,73.60%,NA,80.66%,62.28%,NA,NA,48.32%,72.53%,56.66%,NA,31.25%,52.50%,60.49%,73.07%,68.36%,NA,54.18%,63.91%,NA,NA,46.11%,NA,NA,NA,65.62%,33.34%,NA,NA,NA,NA,61.24%,NA,NA,68.92%,NA,NA
mrpl-45 III_-_1201649_1201818,mrpl-45,WBGene00022493,Y119D3B.16,III_-_1201649_1201818,NA,NA,2.77%,5.74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87%,NA,NA,NA,NA,NA,12.13%,NA,NA,5.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14%,NA,NA,NA,NA,NA,10.57%,25.31%
mrps-10 III_+_12926957_12927652,mrps-10,WBGene00012556,Y37D8A.18,III_+_12926957_12927652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.71%
mrps-14 II_-_10241630_10241747,mrps-14,WBGene00011334,T01E8.6,II_-_10241630_10241747,3.03%,NA,NA,NA,NA,2.01%,3.23%,NA,NA,NA,NA,NA,NA,NA,3.03%,NA,3.02%,NA,NA,NA,0%,19.05%,NA,17.30%,NA,NA,NA,NA,NA,9.77%,NA,3.50%,NA,NA,NA,NA,NA,7.01%,NA,1.48%,NA,NA,NA,NA,7.11%,NA
mrps-16 II_+_5475021_5475250,mrps-16,WBGene00018961,F56D1.3,II_+_5475021_5475250,NA,NA,NA,NA,NA,NA,NA,NA,9.09%,NA,NA,NA,NA,NA,3.35%,NA,NA,NA,NA,NA,NA,25.89%,20.75%,NA,NA,NA,NA,NA,NA,NA,NA,2.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71%,NA,NA,NA,NA
mrps-2 V_+_8465990_8466186,mrps-2,WBGene00020718,T23B12.3,V_+_8465990_8466186,NA,NA,NA,NA,NA,0%,3.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.72%
mrps-22 II_+_10582943_10583079,mrps-22,WBGene00007564,C14A4.14,II_+_10582943_10583079,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79%,12.82%,NA,NA,3.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.58%
mrps-35 V_+_18981456_18981925,mrps-35,WBGene00012697,Y39B6A.39,V_+_18981456_18981925,5.85%,NA,NA,1.82%,NA,NA,NA,NA,1.49%,NA,NA,NA,NA,NA,3.68%,NA,NA,NA,NA,NA,NA,NA,17.98%,13.88%,3.71%,NA,NA,NA,NA,12.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrps-35 V_+_18984156_18985371,mrps-35,WBGene00012697,Y39B6A.39,V_+_18984156_18985371,NA,NA,NA,NA,NA,NA,NA,NA,6.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.54%,NA,3.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.09%
mrps-6 I_-_4174189_4174356,mrps-6,WBGene00020037,R12E2.12,I_-_4174189_4174356,NA,50.11%,NA,9.62%,NA,NA,NA,NA,NA,NA,NA,NA,30.36%,NA,NA,NA,NA,NA,NA,3.05%,NA,20.95%,NA,26.42%,37.74%,NA,NA,16.18%,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,5.02%,0.73%,15.52%,NA,19.50%,NA,3.88%,NA
msa-1 IV_+_9088719_9090246,msa-1,WBGene00013882,ZC410.5,IV_+_9088719_9090246,2.76%,32.06%,6.45%,4.43%,23.24%,5.84%,6.92%,36.96%,8.54%,34.14%,41.36%,38.73%,14.19%,5.18%,9.80%,10.80%,4.45%,33.94%,27.51%,4.39%,7.38%,36.58%,47.40%,41.29%,7.60%,7.85%,2.84%,NA,6.07%,25.38%,6.48%,6.56%,6.07%,6.83%,31.78%,4.47%,37.68%,8.26%,4.89%,2.76%,5.51%,7.50%,4.06%,39.26%,8.66%,40.56%
msa-1 IV_+_9090477_9091838,msa-1,WBGene00013882,ZC410.5,IV_+_9090477_9091838,NA,24.30%,3.67%,3.07%,29.44%,4.00%,3.04%,NA,0.61%,NA,NA,25.91%,NA,2.82%,NA,NA,NA,22.99%,NA,3.49%,NA,22.22%,34.48%,19.68%,4.38%,1.53%,1.37%,14.09%,4.73%,NA,NA,1.53%,2.81%,2.20%,19.39%,NA,NA,NA,2.31%,NA,NA,3.28%,2.11%,NA,NA,20.92%
msh-6 I_+_3452797_3454998,msh-6,WBGene00003422,Y47G6A.11,I_+_3452797_3454998,3.13%,NA,NA,6.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.51%,NA,NA,9.75%,NA,NA,NA,8.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msi-1 III_-_3967124_3967233,msi-1,WBGene00003423,R10E9.1,III_-_3967124_3967233,NA,NA,19.14%,NA,NA,22.32%,NA,NA,16.96%,NA,NA,21.32%,38.05%,NA,29.17%,19.53%,19.93%,NA,NA,NA,NA,51.06%,NA,20.03%,33.28%,9.72%,5.34%,64.47%,45.56%,73.22%,7.29%,NA,10.28%,17.31%,37.48%,40%,20.95%,29.75%,2.50%,7.50%,2.59%,26.87%,10.77%,NA,48.65%,26.05%
msi-1 III_-_3971689_3971793,msi-1,WBGene00003423,R10E9.1,III_-_3971689_3971793,NA,NA,NA,NA,NA,0%,2.13%,20.48%,NA,19.21%,NA,NA,NA,NA,NA,NA,NA,16.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.41%,NA,18.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA
msi-1 III_-_3972919_3976342,msi-1,WBGene00003423,R10E9.1,III_-_3972919_3976342,NA,NA,NA,NA,NA,0.68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71%,NA,NA,3.14%,NA,NA,NA,NA,6.35%,NA,1.67%,NA,NA,NA,NA,NA,NA,NA,1.01%,NA,NA,NA,NA,NA,NA
msp-55; msp-53 IV_-_5055915_5064961,msp-55; msp-53,WBGene00003448; WBGene00003446,C09B9.6; R13H9.4,IV_-_5055915_5064961,NA,62.50%,27.78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.69%,NA,NA,NA,NA,NA,NA,NA,44.59%,55.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.27%,NA,NA,NA,NA,NA,NA,NA
mtd-1 I_+_15001958_15002532,mtd-1,WBGene00003471,ZK337.5,I_+_15001958_15002532,NA,NA,NA,NA,76.19%,0%,7.81%,0%,0%,NA,NA,NA,NA,NA,0%,NA,1.75%,25%,0%,NA,0%,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,0%,NA,0%,NA,36.91%,0%,NA
mtd-1 I_+_15003863_15005294,mtd-1,WBGene00003471,ZK337.5,I_+_15003863_15005294,0%,NA,6.59%,NA,NA,NA,2.08%,NA,NA,NA,0%,NA,NA,NA,0%,NA,2.59%,0%,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,0%,9.42%,NA,NA,NA,NA,NA,NA,NA,4.79%,NA,NA,4.75%,NA,17.50%,0%,NA
mtm-3 III_-_3790838_3791278,mtm-3,WBGene00003476,T24A11.1,III_-_3790838_3791278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.52%,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mtm-3 III_-_3790838_3792057,mtm-3,WBGene00003476,T24A11.1,III_-_3790838_3792057,NA,2.63%,NA,3.18%,1.24%,0.62%,NA,NA,4.34%,10.65%,NA,NA,NA,NA,2.05%,NA,5.17%,NA,5.33%,NA,2.55%,23.03%,NA,19.78%,NA,10.44%,NA,NA,7.78%,NA,NA,NA,NA,NA,5.50%,NA,NA,NA,NA,NA,NA,4.24%,4.30%,NA,4.32%,15.64%
mtm-3 III_-_3795415_3795943,mtm-3,WBGene00003476,T24A11.1,III_-_3795415_3795943,NA,10.88%,0.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25%,NA,NA,2.13%,NA,NA,NA,NA,3.87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mtm-3 III_-_3796638_3799799,mtm-3,WBGene00003476,T24A11.1,III_-_3796638_3799799,NA,5.25%,3.12%,NA,NA,0.93%,0.71%,15.97%,2.85%,23.91%,5.40%,NA,9.98%,2.63%,3.69%,4.54%,4.04%,NA,8.07%,2.88%,0.96%,4.26%,11.56%,12.80%,4.26%,2.03%,NA,14.73%,1.84%,13.41%,2.66%,3.10%,NA,NA,18.41%,0%,NA,NA,2.15%,1.30%,NA,7.30%,2.55%,NA,5.29%,9.74%
mtm-3 III_-_3800054_3800373,mtm-3,WBGene00003476,T24A11.1,III_-_3800054_3800373,2.60%,NA,NA,2.64%,16.34%,0.77%,0.45%,17.32%,2.68%,NA,10.72%,27.50%,NA,NA,1.23%,NA,1.62%,12.27%,16.27%,1.36%,0.87%,NA,12.35%,15.57%,2.14%,2.40%,3.86%,NA,1.95%,17.70%,2.79%,NA,3.53%,2.41%,9.32%,NA,13.35%,6.07%,0.90%,0.88%,NA,4.40%,1.96%,10.63%,3.53%,10.82%
mtm-6 III_+_13351757_13352066,mtm-6,WBGene00003478,F53A2.8,III_+_13351757_13352066,NA,33.24%,14.87%,9.39%,26.53%,0%,NA,50.10%,10.15%,NA,42.48%,34.44%,NA,7.02%,NA,28.49%,17.79%,NA,60.42%,NA,NA,14.14%,40.53%,43.00%,NA,10.85%,4.45%,NA,22.13%,NA,NA,NA,9.08%,8.80%,30.75%,NA,35.02%,NA,6.14%,0%,15.36%,13.56%,NA,NA,19.13%,28.95%
mtm-6 III_+_13352404_13352614,mtm-6,WBGene00003478,F53A2.8,III_+_13352404_13352614,0%,NA,5.76%,6.08%,12.39%,0%,0%,15.21%,NA,0%,29.62%,8.33%,1.68%,3.61%,8.19%,NA,17.20%,NA,29.17%,1.80%,6.25%,5.29%,NA,NA,6.62%,9.72%,NA,NA,8.34%,8.98%,4.13%,7.31%,8.00%,6.93%,16.67%,NA,NA,3.38%,4.86%,2.36%,7.00%,18.00%,6.52%,NA,6.70%,NA
mtm-6 III_+_13353562_13354091,mtm-6,WBGene00003478,F53A2.8,III_+_13353562_13354091,NA,21.34%,NA,NA,NA,NA,1.14%,NA,2.05%,7.29%,14.69%,13.91%,2.65%,2.05%,NA,8.33%,5.20%,11.15%,9.84%,NA,0%,NA,12.57%,NA,NA,NA,4.43%,NA,1.07%,NA,4.02%,NA,NA,NA,2.50%,2.08%,12.09%,1.95%,1.69%,0%,NA,NA,6.06%,7.47%,10.32%,NA
mtm-6 III_+_13354524_13354811,mtm-6,WBGene00003478,F53A2.8,III_+_13354524_13354811,8.17%,NA,1.43%,NA,17.44%,0%,0.74%,NA,NA,1.25%,NA,18.63%,NA,NA,NA,NA,3.99%,NA,20%,NA,6.25%,NA,NA,NA,NA,NA,NA,NA,NA,15.47%,NA,NA,NA,NA,NA,NA,NA,1.46%,2.19%,NA,NA,NA,NA,NA,NA,NA
