,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
K02D10.1 III_+_8769615_8774200_8774310,K02D10.1,WBGene00019301,K02D10.1,III_+_8769615_8774200_8774310,78.14%,70.08%,82.13%,91.75%,100%,95.56%,72.74%,78.21%,97.44%,65.53%,90.87%,91.67%,76.69%,73.87%,83.50%,58.41%,94.27%,83.73%,80.06%,73.37%,84.03%,93.34%,79.63%,89.13%,85.30%,97.12%,94.07%,75.83%,91.02%,92.24%,89.27%,92.34%,92.50%,93.84%,94.45%,100%,87.13%,81.80%,84.49%,96.73%,85.60%,93.00%,89.29%,89.77%,77.58%,96.26%
K02E2.1 V_+_20354252_20354257_20354760,K02E2.1,WBGene00010506,K02E2.1,V_+_20354252_20354257_20354760,96.56%,NA,66.67%,100%,NA,100%,100%,100%,100%,100%,NA,NA,NA,100%,NA,100%,88.89%,100%,NA,100%,100%,NA,100%,100%,NA,100%,100%,100%,100%,NA,NA,100%,NA,100%,NA,100%,100%,NA,100%,NA,100%,100%,88.89%,NA,NA,100%
K02F3.2 III_+_847270_847714_848339,K02F3.2,WBGene00019326,K02F3.2,III_+_847270_847714_848339,38.06%,18.17%,NA,44.98%,92.31%,83.34%,48.39%,43.63%,51.80%,31.84%,29.88%,41.67%,75.56%,NA,NA,41.10%,NA,46.70%,59.38%,NA,0%,NA,NA,NA,NA,75.23%,NA,31.11%,61.94%,NA,NA,50.13%,NA,67.51%,25%,NA,54.03%,69.87%,23.51%,83.57%,NA,NA,NA,NA,66.02%,NA
K03A1.4 X_-_7297233_7298644_7299812,K03A1.4,WBGene00019352,K03A1.4,X_-_7297233_7298644_7299812,40.55%,0.77%,33.12%,41.52%,NA,13.52%,7.38%,83.33%,19.93%,12.50%,15.30%,14.29%,NA,55.94%,5.73%,8.34%,82.99%,50%,50%,15.49%,16.67%,22.22%,0%,0%,NA,0%,88%,41.82%,9.93%,100%,92.43%,50%,31.17%,37.33%,100%,50%,55.06%,30%,75%,75%,NA,24.38%,49.29%,16.11%,46.88%,40.36%
K03H1.11 III_-_9951579_9951691_9951749,K03H1.11,WBGene00010546,K03H1.11,III_-_9951579_9951691_9951749,20.04%,6.67%,24.56%,8.44%,40%,0%,29.41%,4.17%,27.79%,3.57%,36.11%,6.67%,0%,18.36%,17.91%,18.25%,27.62%,17.50%,0%,3.53%,25.40%,21.43%,26.38%,30.05%,18.77%,24.79%,27.46%,2.50%,27.41%,NA,19.48%,40%,12.26%,28.84%,14.29%,0%,1.35%,19.44%,20.09%,28.57%,12.90%,5.43%,16.34%,20.69%,8.97%,9.79%
K03H1.11 III_-_9951579_9951749_9951805,K03H1.11,WBGene00010546,K03H1.11,III_-_9951579_9951749_9951805,NA,NA,NA,50%,0%,NA,NA,NA,0%,NA,25%,NA,NA,NA,NA,NA,NA,NA,100%,NA,33.33%,NA,NA,NA,NA,NA,NA,60%,NA,25.90%,NA,12.50%,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA
K03H6.4 IV_-_1518988_1519672_1521132,K03H6.4,WBGene00019369,K03H6.4,IV_-_1518988_1519672_1521132,NA,NA,NA,NA,NA,NA,NA,NA,25.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50%,NA,38.89%,NA,NA,NA,NA,NA,NA,NA,NA,55.56%,25%,NA,NA,NA
K04C1.2 X_+_14238891_14238918_14238963,K04C1.2,WBGene00010552,K04C1.2,X_+_14238891_14238918_14238963,42.42%,50%,27.50%,26.91%,NA,100%,50%,33.33%,55.95%,37.50%,33.33%,75%,100%,35%,16.67%,38.64%,42.10%,25%,0%,49.05%,NA,20.83%,28.33%,11.11%,51.27%,0%,33.33%,35.71%,52.50%,16.67%,16.67%,10%,16.11%,15.48%,50%,NA,20.83%,0%,21.67%,0%,35%,40%,40.77%,22.22%,49.67%,23.22%
K04D7.6 IV_-_10205327_10205372_10205376,K04D7.6,WBGene00010559,K04D7.6,IV_-_10205327_10205372_10205376,98.65%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,99.49%,96.67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,NA,100%
K04H4.2 III_-_9348259_9348481_9349168,K04H4.2,WBGene00010573,K04H4.2,III_-_9348259_9348481_9349168,77.50%,83.75%,79.18%,73.61%,100%,35%,64.72%,87.50%,72.65%,83.33%,61.91%,33.34%,25%,56.88%,69.21%,60%,61.90%,51.71%,83.85%,NA,55.56%,NA,48.61%,66.06%,61.46%,45.15%,87.91%,80%,59.52%,75%,NA,47.85%,48.80%,71.70%,100%,33.34%,80.69%,29.55%,50.29%,87.50%,57.67%,64.31%,53.84%,69.67%,66.71%,58.40%
K05F1.6 II_+_5783923_5783929_5784059,K05F1.6,WBGene00019408,K05F1.6,II_+_5783923_5783929_5784059,0%,1.18%,0.23%,0%,22.92%,0%,0%,0%,12.20%,1.14%,0%,8.33%,0%,1.91%,3.23%,33.31%,0%,1.92%,1.18%,1.61%,0%,9.07%,2.96%,10.01%,1.25%,11.16%,1.15%,8.82%,19.17%,0%,7.42%,9.23%,11.63%,8.58%,0%,0%,3.02%,0%,2.30%,2.38%,3.13%,5.07%,0.94%,0%,0%,5.13%
K05F1.6 II_+_5787162_5787166_5787212,K05F1.6,WBGene00019408,K05F1.6,II_+_5787162_5787166_5787212,84.17%,100%,92.85%,94.64%,100%,100%,100%,100%,98.72%,90.03%,93.33%,100%,96.97%,94.37%,96.67%,95.79%,99.12%,96.67%,98.33%,98.48%,100%,100%,97.05%,92.24%,95.16%,98.69%,92.78%,96.26%,77.78%,100%,97.50%,88.89%,100%,89.72%,100%,100%,96.41%,93.36%,96.59%,85.71%,98.99%,96.42%,97.92%,95.83%,100%,94.58%
K07A12.8 I_-_8670220_8670887_8673519,K07A12.8,WBGene00086557,K07A12.8,I_-_8670220_8670887_8673519,33.33%,11.37%,75%,21.43%,NA,50%,43.71%,67.33%,41.83%,60.12%,12.50%,50%,100%,44.44%,50%,80.95%,41.67%,22.22%,36.11%,35.20%,60.91%,0%,0%,56.67%,8.33%,16.67%,57.58%,0%,7.69%,33.33%,75%,44.23%,57.29%,50%,33.33%,100%,23.33%,0%,87.51%,100%,56.25%,19.44%,58.33%,25%,100%,41.67%
K07B1.7 V_-_9346783_9346836_9346838,K07B1.7,WBGene00019467,K07B1.7,V_-_9346783_9346836_9346838,30.31%,0%,52.78%,64.53%,NA,0%,64.81%,33.34%,64.20%,60%,66.67%,66.67%,0%,31.84%,26.99%,27.78%,22.22%,66.67%,66.67%,60%,41.67%,33.33%,42.98%,25.80%,36.90%,58.09%,61.93%,62.50%,62.48%,33.33%,32.28%,65%,37.20%,56.55%,100%,0%,49.42%,80%,51.79%,61.54%,38.52%,44.36%,45.63%,68.06%,40.55%,30.26%
K07C11.7 V_-_8209650_8210515_8213925,K07C11.7,WBGene00019479,K07C11.7,V_-_8209650_8210515_8213925,NA,83.98%,34.01%,52.15%,NA,54.33%,37.41%,60.54%,NA,75.34%,56.60%,69.06%,81.02%,NA,NA,26.99%,73.91%,58.55%,NA,NA,83%,33.20%,21.65%,78.88%,NA,40.49%,59.36%,69.68%,31.61%,NA,30.13%,37.68%,35.04%,31.27%,37.50%,57.63%,82.47%,NA,76.86%,55%,53.64%,34.11%,NA,20.73%,68.74%,52.61%
K07C11.7 V_-_8209650_8210888_8213925,K07C11.7,WBGene00019479,K07C11.7,V_-_8209650_8210888_8213925,NA,77.50%,NA,NA,NA,NA,NA,91.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,97.49%,NA,NA,NA,NA,NA,NA,NA,97.58%,NA
K07C5.9 V_-_10346990_10347922_10350064,K07C5.9,WBGene00010632,K07C5.9,V_-_10346990_10347922_10350064,99.93%,100%,100%,99.72%,100%,100%,99.91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,99.97%,100%,100%,100%,100%,98.39%,100%,99.79%,100%,100%,100%,100%,100%,99.72%,100%,100%,100%,100%,100%,100%,100%
K07E3.4 X_-_8083281_8083899_8084778,K07E3.4,WBGene00019492,K07E3.4,X_-_8083281_8083899_8084778,0.17%,0%,0%,NA,NA,NA,0%,0%,0%,NA,0%,NA,NA,3.57%,NA,0%,27.36%,0%,NA,0%,NA,1.06%,NA,0%,NA,3.57%,0%,1.28%,NA,0%,0%,0%,0.38%,3.72%,0%,41.67%,NA,0%,1.25%,NA,0%,NA,NA,NA,NA,2.81%
K08D12.3 IV_+_1710357_1710366_1710564,K08D12.3,WBGene00019537,K08D12.3,IV_+_1710357_1710366_1710564,NA,NA,NA,NA,8.16%,NA,NA,NA,NA,1.79%,1.80%,NA,4.71%,NA,3.60%,3.08%,NA,NA,5.78%,NA,NA,NA,3.46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93%,1.90%,4.05%,NA,NA,NA,NA,NA,1.77%,1.68%,NA
K08D12.3 IV_+_1710366_1710405_1710564,K08D12.3,WBGene00019537,K08D12.3,IV_+_1710366_1710405_1710564,NA,93.46%,NA,NA,NA,NA,NA,91.19%,96.87%,94.92%,96.34%,88.39%,NA,NA,NA,98.87%,NA,94.91%,100%,NA,NA,98.66%,NA,NA,NA,NA,NA,NA,NA,86.63%,NA,NA,NA,93.71%,84.93%,98.46%,95.24%,NA,NA,97.09%,NA,NA,NA,96.08%,98.65%,NA
K08E3.5 III_-_13766026_13766098_13768023,K08E3.5,WBGene00010665,K08E3.5,III_-_13766026_13766098_13768023,77.07%,85.48%,NA,83.03%,75.83%,73.62%,NA,89.80%,83.93%,75.56%,87.56%,76.19%,86.88%,73.66%,71.68%,86.48%,94.50%,87.64%,71.46%,NA,93.33%,NA,NA,NA,81.34%,NA,NA,88.85%,NA,NA,NA,NA,NA,NA,71.43%,50.98%,75.35%,86.37%,94.55%,32.83%,89.25%,96.63%,NA,77.53%,96.32%,NA
K08E3.5 III_-_13766026_13766894_13768023,K08E3.5,WBGene00010665,K08E3.5,III_-_13766026_13766894_13768023,NA,97.14%,NA,92.08%,94.12%,77.28%,81.29%,91.31%,85.30%,88.16%,94.42%,81.75%,NA,NA,77.66%,56.37%,93.47%,89.45%,62.50%,NA,89.58%,NA,NA,NA,92.60%,NA,NA,95.12%,NA,NA,NA,NA,85.39%,NA,NA,NA,87.67%,90.89%,93.53%,NA,NA,98.13%,NA,81.06%,87.86%,NA
K08H10.10 V_+_10001559_10001567_10002365,K08H10.10,WBGene00077491,K08H10.10,V_+_10001559_10001567_10002365,21.95%,NA,83.33%,0%,NA,0%,50%,12.50%,8.34%,0%,33.33%,0%,0%,4.17%,0%,NA,0%,30.23%,NA,0%,50%,0%,75%,6.25%,0%,33.34%,3.70%,16.67%,38.89%,51.91%,75%,5.56%,38.42%,15%,NA,0%,33.33%,80.95%,NA,NA,45.71%,100%,27.50%,NA,0%,62.50%
K09A9.6 X_+_15577707_15579928_15580801,K09A9.6,WBGene00010703,K09A9.6,X_+_15577707_15579928_15580801,100%,13.74%,68.75%,76.67%,NA,100%,0%,100%,66.67%,100%,100%,62.50%,75%,61.75%,100%,100%,100%,100%,58.33%,100%,NA,88.89%,87.78%,92.96%,40.12%,56.67%,96.30%,25%,100%,100%,100%,86.67%,95.83%,86%,100%,NA,87.88%,100%,53.33%,100%,68.21%,50.28%,34.39%,59.26%,93.33%,88.75%
K09F6.10 II_-_2288737_2288780_2288801,K09F6.10,WBGene00019593,K09F6.10,II_-_2288737_2288780_2288801,NA,NA,8.33%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,28.64%,6.09%,NA,NA,10.72%,NA,NA,NA,0%,0%,0%,46.85%,7.50%,NA,NA,NA,0%,NA,0%,0%,NA,0%,NA,NA,NA,NA,NA,10%,NA,NA,0%,NA,0%
K09G1.1 V_+_9583693_9584462_9586182,K09G1.1,WBGene00010727,K09G1.1,V_+_9583693_9584462_9586182,45.83%,100%,74.82%,88%,100%,33.33%,100%,100%,75%,NA,33.33%,0%,NA,34.87%,50%,100%,77.78%,100%,68.75%,81.25%,NA,68.25%,61.11%,58.40%,40.97%,61.16%,62.78%,35.29%,83.33%,NA,66.67%,57.14%,58.75%,69.67%,100%,100%,61.82%,44.45%,88.10%,93.34%,49.44%,20.83%,77.58%,0%,48.67%,33.09%
K09G1.1 V_+_9583693_9585156_9586182,K09G1.1,WBGene00010727,K09G1.1,V_+_9583693_9585156_9586182,96.30%,100%,100%,73.23%,100%,100%,100%,100%,75%,NA,58.33%,NA,NA,NA,100%,100%,83.33%,88.89%,75%,100%,NA,NA,85.71%,56.70%,98.04%,82.29%,83.33%,50%,80.56%,56.67%,83.34%,66.67%,91.67%,91.26%,100%,100%,86.67%,88.89%,72.06%,100%,80%,75%,100%,NA,73.22%,NA
K09G1.1 V_+_9586302_9589265_9589412,K09G1.1,WBGene00010727,K09G1.1,V_+_9586302_9589265_9589412,20.39%,90%,29.39%,33.04%,82.76%,18.75%,39.06%,48.08%,49.19%,0%,44.56%,55%,13.64%,30.48%,31.98%,33.33%,31.22%,35.43%,18%,37.74%,41.54%,45.65%,38.64%,62.30%,22.97%,36.35%,NA,23.81%,29.42%,34.29%,39.16%,25.46%,23.05%,21.99%,75%,25%,24.88%,16.77%,18.86%,46.02%,NA,34.90%,33.52%,39.90%,28.27%,40.02%
K10C3.4 I_+_9861463_9861465_9861511,K10C3.4,WBGene00010731,K10C3.4,I_+_9861463_9861465_9861511,88.59%,91.07%,90.03%,94.41%,62.50%,88.46%,93.91%,84.17%,95.28%,95.83%,88.45%,91.45%,100%,91.55%,88.81%,86.67%,92.18%,94.44%,61.48%,86.62%,89.15%,98.48%,90.29%,83.92%,88.56%,85.30%,86.93%,88.71%,81.63%,93.52%,92.33%,86.75%,89.48%,86.23%,80.91%,100%,90.98%,88.61%,92.18%,97.22%,87.28%,92.31%,93.76%,85.42%,84.66%,84.67%
K10D6.2 V_-_11194059_11194572_11194772,K10D6.2,WBGene00010742,K10D6.2,V_-_11194059_11194572_11194772,NA,79.79%,NA,NA,NA,NA,85.94%,NA,NA,NA,NA,NA,26.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22%,NA,NA,NA,NA,83.34%,NA,NA,NA,NA,25%,NA,NA,NA,NA,NA,NA
K10G9.2 III_+_10286075_10286208_10286469,K10G9.2,WBGene00010756,K10G9.2,III_+_10286075_10286208_10286469,94.77%,90.07%,94.94%,96.53%,100%,93.05%,90.04%,91.90%,97.78%,99.56%,96.53%,99.10%,96.07%,92.78%,95.80%,98.91%,98.42%,88.22%,98.57%,90.60%,97.14%,98.81%,95.63%,95.92%,92.05%,100%,96.84%,86.77%,86.59%,100%,100%,98.85%,96.27%,97.57%,100%,97.92%,93.93%,89.24%,97.62%,100%,98.81%,93.10%,95.39%,94.78%,97.30%,96.40%
K11C4.2 V_+_6893353_6893417_6895083,K11C4.2,WBGene00019643,K11C4.2,V_+_6893353_6893417_6895083,0.28%,95%,NA,NA,NA,0%,0%,2.29%,0%,11.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84%,NA,NA,NA,NA,NA,NA,96.43%,NA,NA,NA,NA,NA,2.50%,NA,NA,NA,NA,NA,87.50%,NA,NA,NA,98.33%,NA,NA,NA
K11D2.4 I_+_12519298_12523279_12523400,K11D2.4,WBGene00010770,K11D2.4,I_+_12519298_12523279_12523400,96.16%,100%,84.38%,89.17%,100%,100%,100%,100%,94.62%,86.67%,96%,100%,80.77%,86.07%,95.83%,100%,100%,91.67%,100%,96.70%,25%,80.09%,67.65%,93.80%,95.59%,78.79%,100%,80.21%,82.71%,86.56%,78.08%,69.44%,85.42%,75.48%,0%,100%,81.53%,95.56%,91.97%,42.86%,95.71%,94.14%,71.93%,79.17%,98.02%,87.25%
kars-1 II_-_7072173_7072236_7072356,kars-1,WBGene00002238,T02G5.9,II_-_7072173_7072236_7072356,91.52%,88.98%,94.02%,92.93%,98.36%,97.28%,66.13%,95.24%,90.88%,91.61%,95.02%,96.17%,100%,92.51%,89.23%,83.91%,95.86%,86.56%,98.18%,88.37%,86.11%,94.15%,96.39%,90.41%,87.68%,89.52%,87.56%,90.95%,93.08%,95.99%,88.28%,90.13%,89.60%,92.24%,100%,100%,90.30%,92.58%,91.41%,60.43%,89.35%,82.36%,88.67%,95.78%,93.53%,95.29%
kbrl-1 I_+_7347502_7347529_7348059,kbrl-1,WBGene00009919,F52A8.6,I_+_7347502_7347529_7348059,NA,32%,14.09%,10.60%,0%,40%,33.33%,16.67%,8.61%,18.06%,38.33%,50%,0%,29.96%,21.06%,8.33%,6.11%,15.27%,0%,31.13%,31.25%,18.54%,16.67%,28.55%,13.18%,38.27%,12.22%,27.92%,31.33%,6.67%,46.71%,25.50%,41.11%,18.45%,20%,100%,20.17%,12.71%,27.71%,29.17%,28.11%,24.53%,26.71%,25.95%,20.89%,NA
kbrl-1 I_+_7347529_7347896_7348059,kbrl-1,WBGene00009919,F52A8.6,I_+_7347529_7347896_7348059,33.96%,100%,81.21%,87.67%,100%,100%,47.50%,72.44%,97.78%,90.28%,94.45%,92.86%,100%,100%,91.67%,89.74%,97.62%,95.83%,100%,NA,100%,NA,100%,90.59%,86.33%,83.09%,94.44%,NA,72.22%,100%,NA,94.87%,80.29%,82.80%,100%,NA,91.32%,100%,94.75%,100%,90.28%,62.52%,77.27%,100%,94.23%,64.61%
kcc-1 IV_+_7210119_7213531_7213642,kcc-1,WBGene00006504,R13A1.2,IV_+_7210119_7213531_7213642,86.11%,58.33%,100%,76%,50%,100%,100%,33.33%,50%,0%,93.33%,100%,NA,90.11%,63.89%,50%,33.33%,21.43%,100%,97.73%,100%,97.36%,69.49%,76.98%,62.07%,50%,50%,62.50%,69.44%,78.09%,33.93%,83.34%,57.50%,77.07%,100%,0%,44.79%,92.31%,93.75%,50%,50%,62.50%,83.33%,66.67%,21.67%,74.77%
kcc-2 IV_+_6041048_6061820_6062093,kcc-2,WBGene00019205,H16O14.1,IV_+_6041048_6061820_6062093,NA,0%,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,5%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,0%,NA,NA,76.44%,NA,35.16%,NA,NA,NA,NA,NA,NA
kcc-2 IV_+_6044094_6053925_6062093,kcc-2,WBGene00019205,H16O14.1,IV_+_6044094_6053925_6062093,NA,0%,NA,NA,0%,0%,NA,1.67%,9.11%,NA,1.59%,NA,NA,NA,NA,NA,NA,NA,30.67%,NA,17.50%,NA,NA,NA,NA,7.32%,NA,NA,NA,11.11%,NA,59.45%,NA,NA,0%,0%,NA,NA,NA,NA,NA,14.10%,NA,NA,0.64%,NA
kcc-2 IV_+_6053925_6061820_6062093,kcc-2,WBGene00019205,H16O14.1,IV_+_6053925_6061820_6062093,NA,62.50%,23.63%,21.43%,51.68%,68.52%,46.55%,80.01%,53.33%,64.96%,60.92%,NA,74.44%,NA,53.72%,57.95%,79.54%,81.91%,64.55%,NA,48.61%,71.66%,57.80%,NA,64.60%,76.38%,NA,63.02%,69.83%,68.89%,NA,NA,64.13%,NA,33.34%,100%,26.49%,NA,NA,23.81%,8.69%,67.97%,NA,27.97%,86.06%,NA
kcnl-1 V_+_19565505_19576111_19576522,kcnl-1,WBGene00007176,B0399.1,V_+_19565505_19576111_19576522,92.27%,88.89%,93.92%,83.72%,100%,100%,100%,90.64%,93.97%,100%,95.83%,58.33%,100%,78.73%,96.59%,94.44%,88.89%,70.83%,84.29%,89.13%,91.67%,90.45%,92.37%,91.37%,82.55%,80.31%,86.67%,96.67%,90.15%,100%,88.77%,78.57%,88.52%,84.92%,75%,66.67%,81.51%,89.91%,78.79%,92.86%,89.14%,95.50%,95.37%,98.22%,88.82%,90.35%
kcnl-1 V_+_19576641_19579532_19582748,kcnl-1,WBGene00007176,B0399.1,V_+_19576641_19579532_19582748,49.21%,62%,76.97%,41.13%,50%,60%,54.20%,60.95%,63.72%,41.67%,77.50%,100%,100%,54.38%,95.29%,94.80%,83.78%,83.34%,75%,NA,41.25%,92.98%,60.65%,70.61%,76.44%,89.25%,63.75%,77.93%,61.39%,69.44%,74.21%,69.80%,74.18%,58.02%,41.67%,83.34%,51.07%,48.48%,40.79%,89.48%,53.44%,79.58%,61.97%,60.96%,37.00%,64.38%
kcnl-1 V_+_19576641_19582673_19582748,kcnl-1,WBGene00007176,B0399.1,V_+_19576641_19582673_19582748,100%,NA,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,80%,100%,100%,93.40%,100%,100%,100%,100%,73.08%,100%,100%,100%,5.04%,94.44%,91.67%,100%,3.85%,100%,100%,100%,100%,100%,100%,100%,98.91%,100%,100%,99.11%
kcnl-1 V_+_19582855_19585423_19585589,kcnl-1,WBGene00007176,B0399.1,V_+_19582855_19585423_19585589,92.59%,91.67%,43.07%,67.07%,50%,80%,100%,87.50%,41.87%,88.89%,23.08%,21.43%,39.71%,95.08%,95.72%,18.33%,66.67%,92.96%,85%,91.96%,16.67%,85.59%,66.54%,NA,15.52%,53.57%,40.39%,52.27%,96.78%,100%,95.83%,22.05%,54.14%,70.30%,90.33%,83.34%,58.48%,72.33%,86.30%,37.04%,47.55%,55.52%,76.81%,94.42%,88.75%,37.52%
kcnl-1 V_+_19585723_19591302_19596441,kcnl-1,WBGene00007176,B0399.1,V_+_19585723_19591302_19596441,100%,100%,100%,96.14%,100%,100%,100%,100%,81.27%,93.75%,100%,100%,100%,100%,100%,88.89%,16.50%,100%,100%,100%,100%,100%,98.19%,99.84%,100%,100%,100%,100%,92.86%,100%,100%,100%,98.91%,95%,100%,50%,100%,100%,97.83%,100%,99.18%,100%,99.50%,96.55%,100%,98.51%
kcnl-1 V_+_19585723_19595483_19596441,kcnl-1,WBGene00007176,B0399.1,V_+_19585723_19595483_19596441,67.35%,5.16%,NA,50.56%,93.75%,33.33%,36.82%,74.21%,34.10%,62.50%,72.48%,61.90%,63.69%,63.95%,NA,0%,33.77%,61.23%,77.26%,NA,58.34%,NA,NA,NA,63.48%,NA,40.52%,36.78%,NA,NA,NA,66.10%,NA,NA,75%,87.50%,78.79%,49.70%,53.96%,24.40%,NA,48%,61.69%,68.43%,71.25%,NA
kcnl-1 V_+_19591302_19595483_19596441,kcnl-1,WBGene00007176,B0399.1,V_+_19591302_19595483_19596441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.04%,NA,NA,NA,NA,NA,NA,95.52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.29%
kcnl-1 V_+_19596593_19599994_19601837,kcnl-1,WBGene00007176,B0399.1,V_+_19596593_19599994_19601837,28.37%,50%,32.54%,26.60%,44.44%,40%,33.33%,33.57%,38.61%,40.63%,43.45%,0%,0%,48.61%,32.75%,14.39%,38.85%,52.50%,44.44%,24.02%,30.56%,43.25%,28.46%,58.89%,7.63%,52.88%,54.71%,36.67%,59.81%,47.62%,50%,63.10%,38.42%,32.38%,NA,NA,50.73%,40.62%,45%,80.77%,53.60%,24.33%,38.80%,71.13%,48.74%,59.44%
kcnl-1 V_+_19596593_19601024_19601837,kcnl-1,WBGene00007176,B0399.1,V_+_19596593_19601024_19601837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.29%,NA,NA,NA,NA,NA,NA,NA,66.43%,NA,NA,13.12%,NA,NA,0%,NA,NA,NA,NA,NA,NA,1.08%,NA,NA,0%,NA,NA,NA,NA,NA,35.42%
kcnl-2 I_+_8176868_8180018_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8176868_8180018_8183283,NA,NA,64.29%,70.09%,0%,NA,NA,26.49%,88.89%,95.91%,62.50%,33.33%,100%,79.54%,94.05%,0%,83.33%,89.88%,50%,100%,93.33%,100%,72.22%,12.50%,30.56%,50%,31.20%,75%,62.50%,11.11%,37.50%,42.64%,91.90%,73.10%,0%,NA,43.33%,54.85%,92.15%,66.67%,20.41%,36.67%,6.40%,66.67%,16.67%,50%
kcnl-2 I_+_8176868_8181031_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8176868_8181031_8183283,NA,NA,NA,NA,NA,5.55%,16.16%,NA,NA,100%,NA,NA,100%,100%,NA,NA,NA,100%,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.84%,NA,NA,NA,NA,NA,98.33%,NA,NA,NA,NA,NA,NA,NA
kcnl-2 I_+_8176868_8183131_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8176868_8183131_8183283,6.82%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,100%,100%,NA,NA,NA,100%,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA
kcnl-2 I_+_8180018_8181031_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8180018_8181031_8183283,NA,NA,NA,NA,NA,1.11%,4.79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.28%,NA,NA,NA
kcnl-2 I_+_8180018_8183131_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8180018_8183131_8183283,22.66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.83%,NA,NA,NA
kcnl-2 I_+_8181031_8183131_8183283,kcnl-2,WBGene00008570,F08A10.1,I_+_8181031_8183131_8183283,0%,NA,NA,NA,NA,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kcnl-2 I_+_8183380_8185841_8186674,kcnl-2,WBGene00008570,F08A10.1,I_+_8183380_8185841_8186674,100%,100%,75%,55.98%,100%,100%,100%,100%,100%,74.62%,100%,75%,100%,98.08%,98.53%,100%,100%,100%,100%,100%,100%,91.67%,100%,100%,33.34%,100%,100%,75%,93.61%,100%,100%,93.64%,100%,97.14%,NA,100%,92.50%,100%,100%,100%,78.81%,52.50%,99.79%,100%,100%,100%
