,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
lip-1 IV_+_6843680_6844067_6844190_6844243,lip-1,WBGene00003043,C05B10.1,IV_+_6843680_6844067_6844190_6844243,94.33%,97.19%,99.57%,94.67%,96.83%,91.69%,98.79%,95.80%,100%,100%,96.53%,100%,100%,99.54%,99.16%,94.06%,99.04%,95.31%,98.07%,100%,82.10%,100%,99.34%,100%,100%,100%,98.38%,98.55%,98.94%,100%,NA,100%,99.05%,99.35%,100%,100%,94.31%,100%,100%,100%,98.42%,100%,97.06%,94.64%,99.21%,98.40%
lips-1 X_+_12492965_12493548_12493639_12494327,lips-1,WBGene00009727,F45E6.4,X_+_12492965_12493548_12493639_12494327,73.34%,68.87%,68.33%,100%,NA,NA,100%,NA,100%,98.17%,16.67%,NA,NA,NA,NA,NA,50.43%,76.03%,100%,100%,NA,NA,100%,NA,32.50%,NA,20.68%,66.67%,100%,100%,74.92%,74.01%,91.54%,100%,100%,12.35%,47.11%,100%,25%,NA,61.58%,0%,51.39%,NA,NA,64.58%
lit-1 III_+_13718466_13718755_13719720_13719824,lit-1,WBGene00003048,W06F12.1,III_+_13718466_13718755_13719720_13719824,4.94%,3.52%,2.49%,1.80%,5.56%,1.98%,1.95%,1.71%,3.12%,6.58%,2.13%,1.67%,3.24%,3.47%,2.66%,2.96%,2.26%,1.06%,7.87%,5.96%,1.39%,2.55%,6.50%,1.93%,3.70%,2.26%,0.85%,0.72%,0.66%,15.35%,0.73%,1.20%,2.68%,3.28%,0%,0%,1.91%,2.65%,2.07%,0.71%,1.92%,2.08%,1.54%,2.08%,1.50%,1.54%
lpin-1 V_-_13651824_13652324_13652534_13652640,lpin-1,WBGene00010425,H37A05.1,V_-_13651824_13652324_13652534_13652640,100%,100%,100%,100%,100%,100%,100%,100%,96.74%,100%,100%,100%,100%,100%,100%,99.19%,100%,100%,100%,100%,91.25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA,100%,100%,99.89%,100%,100%,79.66%,100%,98.65%,100%,98.80%,100%,99.45%,98.38%,100%,100%
lron-11 I_-_2738642_2741399_2741510_2742395,lron-11,WBGene00022129,Y71F9B.8,I_-_2738642_2741399_2741510_2742395,100%,100%,88.96%,100%,NA,100%,100%,100%,100%,100%,100%,77.50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97.79%,100%,97.14%,100%,100%,100%,NA,100%,100%,100%,99.43%,100%,98.11%,100%,98.57%,100%,100%,97.32%
lron-4 II_-_8110897_8111319_8111645_8112091,lron-4,WBGene00008051,C41C4.3,II_-_8110897_8111319_8111645_8112091,NA,NA,NA,NA,NA,100%,100%,96.41%,NA,100%,100%,NA,NA,100%,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lron-7 X_+_7292476_7292560_7292701_7292842,lron-7,WBGene00019351,K03A1.2,X_+_7292476_7292560_7292701_7292842,15.04%,89.01%,21.34%,18.37%,2.50%,45.42%,31.13%,6.91%,31.60%,56.25%,11.27%,59.82%,0%,26.56%,11.21%,31.54%,35.12%,36.30%,9.51%,56.58%,100%,8.91%,20.79%,9.80%,22.55%,11.42%,12.12%,34.76%,11.56%,2.09%,24.97%,17.02%,30.65%,23.46%,0%,0%,25.22%,31.17%,39.09%,2.23%,33.96%,21.73%,24.80%,8.13%,11.52%,6.35%
lst-6 II_-_7016379_7016673_7017072_7017455,lst-6,WBGene00016889,C52E12.4,II_-_7016379_7016673_7017072_7017455,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.87%,31.67%,NA,NA,82.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.39%,NA,20.15%,NA,NA,NA
lst-6 II_-_7016379_7017312_7017348_7017455,lst-6,WBGene00016889,C52E12.4,II_-_7016379_7017312_7017348_7017455,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67%,NA,NA,NA,NA,NA,91.77%,NA,NA,NA,NA,NA,NA,NA,NA,96.43%,NA,32.05%,6.67%,NA,NA,NA,NA,NA,NA,75%,NA,NA,NA,NA,NA,23.27%,NA,8.64%,NA,NA,NA
lst-6 II_-_7019807_7020152_7020240_7021605,lst-6,WBGene00016889,C52E12.4,II_-_7019807_7020152_7020240_7021605,89.78%,100%,96.87%,93.85%,0%,100%,100%,100%,97.93%,100%,84.29%,54.76%,NA,100%,98.61%,97.78%,92.00%,100%,100%,86.22%,83.75%,87.97%,96.82%,92.55%,97.52%,100%,97.65%,95.52%,85.42%,100%,96.25%,95.28%,99.22%,100%,85.42%,100%,100%,97.65%,93.92%,100%,96.68%,91.71%,96.72%,93.33%,89.04%,97.07%
lsy-12 V_-_9852730_9853370_9853505_9853639,lsy-12,WBGene00045419,R07B5.9,V_-_9852730_9853370_9853505_9853639,76.23%,87.50%,80.31%,93.68%,77.50%,72.00%,92.22%,73.75%,91.02%,97.60%,92.50%,71.43%,90.28%,83.99%,86.61%,54.13%,95.54%,100%,66.67%,96.69%,93.21%,81.22%,87.81%,85.30%,91.75%,74.51%,84.55%,97.60%,71.37%,77.05%,85.84%,83.14%,82.88%,85.62%,100%,91.43%,84.40%,79.32%,98.95%,95.86%,94.63%,93.71%,83.03%,80.31%,77.81%,73.10%
lurp-2 V_+_13453749_13453795_13453862_13454109,lurp-2,WBGene00009134,F25H9.1,V_+_13453749_13453795_13453862_13454109,74.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01B12.4 I_-_3072972_3075135_3075267_3076562,M01B12.4,WBGene00019697,M01B12.4,I_-_3072972_3075135_3075267_3076562,80.04%,87.90%,66.05%,82.30%,NA,100%,81.68%,93.30%,77.41%,84.41%,66.05%,72.22%,100%,77.89%,78.69%,100%,67.29%,80.49%,79.17%,86.18%,55.90%,64.99%,81.39%,72.82%,78.48%,63.41%,84.31%,68.62%,45.19%,40.18%,45.74%,58.32%,52.67%,61.98%,58.75%,46.67%,70.29%,81.10%,84.57%,56.43%,82.80%,79.18%,75.52%,55.04%,74.22%,71.07%
M02B1.3 IV_+_12838988_12839059_12839175_12839931,M02B1.3,WBGene00010828,M02B1.3,IV_+_12838988_12839059_12839175_12839931,100%,100%,100%,100%,100%,100%,97.78%,100%,100%,100%,96.21%,100%,100%,99.11%,100%,100%,93.48%,100%,100%,100%,100%,100%,99.00%,100%,100%,100%,100%,100%,NA,100%,NA,100%,99.44%,100%,100%,43.38%,100%,100%,99.51%,100%,100%,97.09%,100%,99.02%,100%,100%
M02B7.2 IV_+_3804087_3804131_3804304_3804486,M02B7.2,WBGene00019724,M02B7.2,IV_+_3804087_3804131_3804304_3804486,57.17%,75%,93.75%,83%,NA,NA,100%,33.34%,87.27%,25%,NA,45.83%,NA,91.48%,100%,100%,76.67%,100%,NA,66.08%,62.50%,NA,98.13%,100%,79.38%,100%,58.76%,100%,93.52%,100%,100%,74.45%,78.13%,95.83%,NA,NA,100%,76.19%,100%,100%,96.33%,100%,78.72%,100%,61.67%,100%
M02G9.1 II_+_10330951_10333570_10333702_10334298,M02G9.1,WBGene00010830,M02G9.1,II_+_10330951_10333570_10333702_10334298,37.50%,NA,NA,100%,NA,NA,31.25%,NA,27.61%,NA,NA,NA,NA,NA,NA,NA,33.34%,NA,NA,NA,NA,43.48%,NA,NA,0%,NA,15%,32.98%,NA,NA,NA,100%,NA,44.45%,NA,NA,0%,NA,47.37%,57.96%,37.50%,43.75%,NA,NA,0%,NA
M04D8.7 III_+_10037661_10037857_10038071_10038120,M04D8.7,WBGene00010865,M04D8.7,III_+_10037661_10037857_10038071_10038120,NA,NA,95.08%,99.19%,NA,97.28%,83.63%,96.29%,81.29%,89.74%,83.33%,100%,NA,90.28%,NA,NA,90%,80.16%,98.47%,78.66%,100%,100%,75.49%,95.52%,67.86%,100%,87.05%,84.23%,74.17%,80.98%,77.78%,92.73%,95.58%,85.32%,NA,NA,92.50%,97.72%,90.15%,100%,93.92%,94.56%,96.48%,100%,100%,76.63%
M04F3.2 I_+_4766198_4766282_4766323_4766854,M04F3.2,WBGene00019768,M04F3.2,I_+_4766198_4766282_4766323_4766854,41.18%,29.17%,50.04%,61.72%,NA,13.33%,0%,25%,38.47%,NA,50%,69.72%,NA,35.45%,62.50%,57.08%,37.17%,20.63%,16.67%,NA,56.21%,NA,53.08%,NA,56.82%,42.18%,38.06%,58.84%,78.89%,54.24%,NA,51.39%,60.67%,50.25%,NA,0%,34.92%,40.83%,50.07%,81.67%,47.32%,53.44%,47.83%,66.67%,30.82%,34.05%
M04F3.2 I_+_4766198_4766282_4766339_4766854,M04F3.2,WBGene00019768,M04F3.2,I_+_4766198_4766282_4766339_4766854,37.25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.38%,NA,NA,NA,NA,NA,NA,NA,66.11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50%,NA,NA,NA,NA,NA,41.42%,NA,49.46%,NA,NA,NA
M04F3.2 I_+_4766198_4766282_4766369_4766854,M04F3.2,WBGene00019768,M04F3.2,I_+_4766198_4766282_4766369_4766854,46.54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.90%,NA,53.35%,NA,NA,NA
madd-2 V_-_1226107_1226841_1226883_1226956,madd-2,WBGene00016539,C39F7.2,V_-_1226107_1226841_1226883_1226956,41.48%,28.92%,50.00%,31.84%,23.61%,30.80%,47.25%,0%,58.79%,38.69%,18.33%,34.72%,0%,51.45%,17.71%,17.50%,82.07%,44.44%,25%,28.85%,54.49%,25.12%,14.29%,26.29%,29.50%,23.14%,36.21%,33.93%,46.39%,65.75%,21.09%,19.63%,22.31%,27.10%,62.50%,20.83%,54.69%,22.40%,45.09%,47.09%,22.39%,17.25%,40.31%,10.42%,15.28%,25.06%
madd-4 I_-_8940277_8940561_8940567_8940822,madd-4,WBGene00009958,F53B6.2,I_-_8940277_8940561_8940567_8940822,16.67%,25%,28.74%,38.31%,NA,40%,24.56%,19.44%,39.95%,0%,16.67%,25%,2.78%,59.48%,0%,54.92%,37.95%,1.92%,22.22%,19.04%,29.17%,24.84%,7.28%,62.92%,22.78%,21.34%,78.93%,64.33%,26.63%,50%,30.46%,25.46%,30.82%,22.19%,65%,60.26%,32.53%,30.17%,16.02%,23.69%,8.46%,34.17%,42.76%,21.79%,16%,61.58%
magi-1 IV_+_11727937_11728118_11728228_11728369,magi-1,WBGene00010444,K01A6.2,IV_+_11727937_11728118_11728228_11728369,0%,0%,0%,5.18%,0%,0%,3.33%,3.51%,1.35%,0%,1.77%,6.02%,50%,1.62%,6.25%,13.41%,0%,4.17%,8.33%,1.06%,0%,1.04%,0.62%,2.69%,26.12%,2.16%,0%,6.25%,8.11%,0%,NA,0.79%,7.49%,3.65%,0%,0%,0%,7.39%,61.79%,0%,2.48%,10.16%,2.70%,5.66%,0%,3.13%
mai-1 X_-_3115053_3115355_3115578_3116157,mai-1,WBGene00003124,K10B3.9,X_-_3115053_3115355_3115578_3116157,97.86%,100%,97.00%,95.93%,100%,100%,NA,95.94%,98.58%,98.78%,93.98%,100%,100%,98.51%,93.96%,100%,98.76%,92.78%,97.59%,100%,100%,94.98%,100%,96.64%,94.59%,94.06%,100%,100%,100%,90.28%,88.27%,91.18%,97.75%,99.07%,100%,100%,98.18%,96.52%,98.76%,81.50%,96.92%,97.82%,89.32%,94.60%,92.29%,94.48%
mak-1 II_+_8746134_8746354_8746479_8746586,mak-1,WBGene00010681,K08F8.1,II_+_8746134_8746354_8746479_8746586,47.07%,60.52%,77.15%,62.01%,26.90%,44.14%,53.95%,45.61%,45.87%,72.10%,28.75%,52.28%,59.93%,56.11%,51.42%,68.49%,62.06%,37.53%,51.99%,61.00%,40.68%,61.22%,45.12%,68.37%,63.96%,49.47%,69.04%,53.80%,46.23%,60.73%,39.93%,59.26%,46.63%,45.49%,55.60%,91.88%,50.19%,77.23%,70.04%,60.56%,63.19%,63.11%,47.92%,53.13%,48.05%,67.85%
map-2 IV_-_16853463_16853743_16853815_16854829,map-2,WBGene00003130,Y116A8A.9,IV_-_16853463_16853743_16853815_16854829,6.27%,2.06%,8.83%,1.54%,7.69%,7.61%,0.40%,2.22%,1.33%,3.64%,4.03%,3.60%,3.33%,3.52%,4.02%,3.37%,4.17%,3.68%,1.34%,6.30%,2.21%,4.11%,6.16%,3.64%,2.46%,3.94%,2.39%,2.56%,7.54%,7.07%,10.58%,6.18%,7%,6.41%,0%,0%,7.41%,1.41%,2.58%,2.32%,6.15%,3.68%,4.91%,8.16%,2.47%,4.42%
maph-1.1 I_+_14847662_14847748_14847925_14848069,maph-1.1,WBGene00009306,F32A7.5,I_+_14847662_14847748_14847925_14848069,NA,NA,NA,NA,NA,NA,NA,NA,65.18%,NA,26.63%,70.91%,NA,43.89%,NA,15.48%,NA,NA,68.10%,NA,NA,95.10%,49.55%,NA,NA,NA,NA,NA,NA,NA,NA,75.84%,NA,66.32%,24.29%,NA,NA,NA,NA,NA,NA,26.55%,NA,21.20%,66.78%,57.67%
maph-1.1 I_+_14847925_14848070_14848454_14848567,maph-1.1,WBGene00009306,F32A7.5,I_+_14847925_14848070_14848454_14848567,NA,NA,81.12%,NA,56.68%,NA,NA,NA,NA,NA,NA,84.77%,NA,NA,NA,NA,NA,NA,55.43%,NA,34.85%,98.07%,NA,NA,NA,NA,NA,NA,NA,62.79%,NA,NA,NA,NA,NA,NA,70.89%,NA,63.72%,NA,NA,NA,NA,NA,NA,NA
maph-1.3 III_+_3846081_3846167_3846344_3846497,maph-1.3,WBGene00007966,C36A4.5,III_+_3846081_3846167_3846344_3846497,100%,100%,100%,100%,NA,100%,100%,100%,NA,NA,100%,NA,100%,100%,100%,68.75%,84.84%,100%,100%,100%,62.50%,76.07%,61.82%,97.18%,100%,100%,98.69%,100%,100%,100%,100%,100%,100%,96.82%,NA,100%,100%,NA,100%,100%,100%,93.65%,NA,79.65%,100%,95.74%
maph-1.3 III_+_3846344_3846498_3846882_3846997,maph-1.3,WBGene00007966,C36A4.5,III_+_3846344_3846498_3846882_3846997,69.78%,84.24%,72.79%,73.60%,11.91%,58.21%,96.43%,66.00%,41.90%,50%,92.01%,48.14%,100%,80.59%,71.86%,95.79%,89.28%,49.79%,60.42%,93.38%,33.33%,100%,NA,92.63%,79.34%,97.40%,87.98%,83.28%,93.43%,100%,95.71%,92.07%,90.74%,91.67%,30%,100%,84.03%,64.83%,56.61%,100%,73.42%,90.48%,64.29%,100%,99.02%,87.07%
marc-5 II_-_12362252_12362306_12362396_12362620,5-Mar,WBGene00013273,Y57A10B.1,II_-_12362252_12362306_12362396_12362620,84.92%,72.09%,88.70%,82.62%,60.70%,85.86%,86.44%,80.47%,68.68%,94.76%,76.89%,81.35%,93.93%,86.49%,93.48%,97.93%,85.66%,78.40%,87.98%,NA,61.53%,100%,85.95%,88.54%,87.45%,89.30%,87.66%,91.28%,93.37%,100%,83.60%,97.29%,79.17%,94.60%,84.43%,100%,93.47%,96.22%,91.06%,93.57%,95.00%,87.31%,85.60%,82.03%,83.79%,88.76%
marc-5 II_-_12364514_12365438_12365624_12366808,5-Mar,WBGene00013273,Y57A10B.1,II_-_12364514_12365438_12365624_12366808,99.58%,99.62%,99.27%,96.70%,85.63%,100%,98.40%,98.03%,99.48%,100%,93.19%,100%,100%,98.22%,96.77%,90.74%,95.18%,100%,99.40%,97.77%,97.18%,90.63%,99.01%,96.33%,99.48%,100%,99.62%,98.95%,99.43%,91.99%,100%,99.33%,100%,98.88%,100%,92.12%,98.73%,98.32%,99.50%,100%,98.80%,97.78%,97.90%,99.07%,98.64%,97.15%
max-2 II_-_13018980_13019747_13019891_13023650,max-2,WBGene00003144,Y38F1A.10,II_-_13018980_13019747_13019891_13023650,NA,90.45%,75.43%,63.03%,57.15%,81.20%,80.77%,71.78%,91.83%,83.73%,51.49%,39.65%,100%,59.87%,67.69%,97.29%,99.54%,60.67%,87.41%,44.87%,28.28%,NA,NA,92.18%,65.85%,92.58%,NA,100%,98.15%,72.90%,NA,89.25%,92.71%,83.08%,100%,93.84%,76.43%,97.02%,39.95%,79.36%,89.33%,91.38%,NA,NA,90.62%,NA
mbk-2 IV_+_13033930_13034452_13034528_13034822,mbk-2,WBGene00003150,F49E11.1,IV_+_13033930_13034452_13034528_13034822,11.82%,2.89%,8.92%,4.18%,11.11%,3.72%,3.13%,6.74%,5.37%,2.45%,30.88%,17.63%,6.01%,9.59%,6.14%,26.28%,21.85%,4.65%,13.47%,11.58%,2.77%,18.32%,4.31%,20.19%,6.54%,8.53%,7.61%,8.98%,5.19%,5.18%,3.75%,7.61%,10.02%,11.34%,1.56%,4.55%,20.98%,3.32%,12.17%,12.29%,6.35%,6.54%,5.36%,6.27%,6.43%,17.74%
mbl-1 X_+_17005706_17006972_17007197_17008198,mbl-1,WBGene00019347,K02H8.1,X_+_17005706_17006972_17007197_17008198,17.99%,33.33%,23.29%,15.96%,19.06%,34.50%,27.38%,47.35%,32.58%,11.28%,3.60%,20.02%,3.37%,7.68%,10.75%,4.08%,13.50%,15.07%,12.22%,16.68%,12.26%,18.88%,17.64%,13.10%,10.42%,25.57%,26.59%,33.96%,16.60%,30.86%,29.49%,27.00%,26.36%,17.86%,5.15%,4.79%,25.11%,15.91%,25.25%,20.70%,15.19%,3.59%,25.99%,35.64%,21.55%,20.34%
mca-3 IV_-_3105304_3109982_3112515_3116620,mca-3,WBGene00003153,Y67D8C.10,IV_-_3105304_3109982_3112515_3116620,NA,NA,NA,NA,54.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mca-3 IV_-_3121681_3123744_3123843_3124028,mca-3,WBGene00003153,Y67D8C.10,IV_-_3121681_3123744_3123843_3124028,41.98%,66.24%,21.94%,20.34%,37.72%,41.07%,61.72%,72.30%,33.22%,72.32%,44.48%,38.68%,51.49%,5.61%,33.41%,8.90%,NA,59.12%,53.83%,NA,76.54%,3.14%,2.83%,NA,33.65%,5.01%,6.43%,3.41%,3.28%,37.79%,NA,4.49%,18.64%,3.97%,2.44%,6.23%,NA,NA,NA,7.77%,NA,4.03%,NA,3.43%,0.69%,NA
mca-3 IV_-_3129538_3131316_3131373_3132215,mca-3,WBGene00003153,Y67D8C.10,IV_-_3129538_3131316_3131373_3132215,NA,98.78%,NA,NA,100%,100%,99.05%,99.35%,99.91%,99.78%,99.84%,100%,99.20%,NA,99.91%,99.89%,99.51%,99.83%,100%,99.57%,99.37%,100%,99.74%,99.29%,99.86%,99.69%,99.29%,99.94%,99.55%,100%,NA,99.05%,98.93%,99.48%,98.71%,99.77%,99.91%,99.74%,99.88%,100%,NA,99.79%,NA,99.74%,99.92%,99.54%
mcp-1 V_+_5961923_5964940_5965031_5966491,mcp-1,WBGene00015678,C10F3.4,V_+_5961923_5964940_5965031_5966491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,97.29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,77.68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mcp-1 V_+_5965031_5966492_5966639_5967311,mcp-1,WBGene00015678,C10F3.4,V_+_5965031_5966492_5966639_5967311,90.87%,97.70%,99.16%,93.57%,NA,95.01%,98.59%,100%,100%,99.10%,97.58%,100%,100%,99.43%,97.97%,98.73%,100%,97.89%,100%,97.07%,100%,100%,99.46%,100%,100%,97.61%,95.95%,100%,100%,72.22%,100%,90.30%,99.12%,100%,100%,NA,99.56%,93.16%,98.67%,100%,96.78%,89.87%,92.08%,94.36%,98.13%,96.73%
mct-4 X_-_4922088_4922706_4922841_4922928,mct-4,WBGene00003986,K05B2.5,X_-_4922088_4922706_4922841_4922928,74.56%,94.92%,82.09%,74.82%,58.98%,87.83%,89.35%,86.92%,72.22%,82.17%,85.97%,85.85%,98.37%,80.66%,73.10%,94.95%,96.28%,78.26%,55.83%,82.49%,100%,34.72%,70.09%,78.21%,81.52%,49.71%,97.07%,81.96%,60.28%,10.08%,70.48%,45.76%,66.31%,63.29%,90.48%,87.12%,73.75%,88.90%,83.79%,95.72%,85.67%,88.98%,87.42%,64.74%,74.77%,63.19%
mdt-19 III_+_2599566_2600522_2600608_2603033,mdt-19,WBGene00007019,Y71H2B.6,III_+_2599566_2600522_2600608_2603033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.07%,NA,12.03%,NA,NA,NA,NA,NA,100%,NA,NA,90.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA
mec-10 X_-_8468004_8468053_8468146_8468420,mec-10,WBGene00003174,F16F9.5,X_-_8468004_8468053_8468146_8468420,NA,0%,NA,100%,NA,NA,NA,NA,100%,NA,NA,NA,NA,100%,100%,NA,96.58%,NA,NA,100%,NA,100%,100%,100%,100%,NA,100%,NA,NA,NA,100%,100%,100%,100%,100%,100%,100%,100%,NA,NA,100%,100%,100%,100%,NA,100%
mec-2 X_+_5587798_5587987_5590327_5590475,mec-2,WBGene00003166,F14D12.4,X_+_5587798_5587987_5590327_5590475,NA,NA,0%,26.39%,NA,0%,38.89%,NA,NA,NA,NA,NA,NA,25%,NA,NA,30.01%,NA,NA,21.88%,0%,46.97%,68.06%,79.17%,0%,0%,45.46%,NA,17.50%,100%,100%,46.67%,10.94%,48.96%,NA,26.98%,46.67%,35.12%,16.67%,33.34%,52.78%,100%,13.89%,31.25%,NA,75%
mec-3 IV_-_10461101_10461242_10461293_10461687,mec-3,WBGene00003167,F01D4.6,IV_-_10461101_10461242_10461293_10461687,100%,NA,100%,100%,100%,100%,NA,NA,NA,NA,NA,NA,NA,100%,100%,NA,97.11%,NA,NA,100%,100%,100%,NA,100%,100%,0%,100%,100%,0%,0%,100%,50%,88.89%,100%,89.67%,89.69%,75%,100%,100%,NA,100%,100%,100%,0%,100%,86.11%
mec-8 I_-_9441518_9441940_9442279_9443035,mec-8,WBGene00003172,F46A9.6,I_-_9441518_9441940_9442279_9443035,66.68%,77.19%,79.45%,76.50%,83.93%,41.28%,43.50%,48.62%,61.08%,54.86%,82.18%,69.05%,44.95%,69.90%,63.32%,91.88%,22.82%,51.40%,67.66%,NA,50.59%,74.96%,79.63%,75.63%,81.43%,81.33%,44.60%,73.25%,58.95%,85.54%,65.83%,68.61%,62.93%,77.96%,56.47%,44.85%,68.73%,71.92%,86.05%,63.20%,73.77%,77.31%,59.30%,89.94%,95.69%,74.29%
mel-11 II_+_9361866_9362043_9362373_9362966,mel-11,WBGene00003196,C06C3.1,II_+_9361866_9362043_9362373_9362966,90.69%,100%,70.60%,84.34%,100%,100%,100%,100%,89.25%,86.67%,90%,66.54%,100%,66.11%,76.38%,45.84%,98.06%,86.49%,53.34%,97.69%,81.33%,73.47%,99.44%,98.70%,95.39%,59.13%,71.98%,84.97%,67.07%,82.84%,90.06%,91.61%,84.55%,87.19%,100%,79.17%,80.63%,94.82%,86.85%,91.16%,90.95%,100%,91.81%,83.33%,92.54%,97.99%
mel-11 II_+_9364003_9364262_9364586_9364891,mel-11,WBGene00003196,C06C3.1,II_+_9364003_9364262_9364586_9364891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76%
mel-11 II_+_9365779_9365972_9366173_9367467,mel-11,WBGene00003196,C06C3.1,II_+_9365779_9365972_9366173_9367467,26.34%,36.21%,NA,32.33%,58.33%,26.39%,9.52%,11.04%,65.49%,12.50%,53.33%,15%,31.67%,38.15%,58.76%,15%,17.51%,23.92%,32.03%,74.68%,6.11%,NA,50.33%,61.98%,37.50%,67.89%,32.78%,28.78%,92.21%,79.96%,74.61%,72.34%,63.32%,56.48%,26.51%,23.22%,43.73%,22.02%,30.97%,47.22%,26.56%,22.33%,38.06%,31.95%,70.87%,55.15%
mel-46 IV_-_16861725_16862391_16862516_16862580,mel-46,WBGene00020284,T06A10.1,IV_-_16861725_16862391_16862516_16862580,NA,87.06%,93.14%,95.36%,0%,100%,97.83%,90.28%,91.48%,100%,90.82%,81.99%,92.68%,NA,89.54%,84.28%,91.91%,93.54%,100%,88.87%,77.29%,93.00%,90.68%,89.03%,89.95%,95.36%,85.69%,98.48%,93.82%,100%,NA,88.09%,93.61%,93.25%,100%,51.25%,86.83%,99.05%,94.61%,96.64%,86.05%,93.06%,NA,100%,81.01%,90.44%
memo-1 V_-_7845743_7846094_7846168_7846992,memo-1,WBGene00016500,C37C3.8,V_-_7845743_7846094_7846168_7846992,NA,NA,NA,NA,51.92%,34.84%,54.97%,NA,NA,59.92%,55.66%,43.69%,NA,NA,52.14%,NA,41.57%,37.23%,44.90%,NA,55.41%,NA,56.06%,NA,NA,48.50%,NA,NA,72.59%,NA,44.39%,51.05%,47.07%,39.67%,100%,48.28%,52.58%,NA,39.80%,84.45%,NA,NA,NA,NA,29.56%,43.57%
mes-3 I_+_4999690_4999789_4999846_5000235,mes-3,WBGene00003221,F54C1.3,I_+_4999690_4999789_4999846_5000235,84.55%,72.82%,26.61%,38.75%,17.41%,33.34%,77.58%,79.62%,85.07%,62.50%,51.67%,3.13%,66.67%,28.29%,30.96%,31.22%,23.89%,14.24%,42.32%,80.20%,92.71%,53.51%,44.73%,56.57%,57.50%,61.42%,18.02%,10.35%,73.54%,79.58%,78.24%,58.78%,61.85%,49.44%,12.50%,0%,45.30%,38.82%,20.54%,13.08%,23.02%,24.96%,31.19%,18.75%,88.62%,37.43%
met-1 I_+_4256880_4256971_4257106_4257700,met-1,WBGene00016603,C43E11.3,I_+_4256880_4256971_4257106_4257700,57.08%,75%,82.00%,86.31%,100%,100%,75%,78.41%,57.75%,83.33%,100%,100%,75.26%,86.93%,72.04%,57.40%,72.82%,84.03%,62.50%,69.62%,44.17%,65.13%,89.73%,72.46%,83.67%,78.35%,88.36%,30.11%,96.88%,28.75%,79.85%,78.35%,76.66%,75.96%,39.17%,100%,63.30%,65.65%,91.24%,41%,87.33%,92.84%,78.40%,100%,64.85%,82.80%
