"","Gene","WormBase_Gene_ID","Sequence_Name","AS_event_ID","ADL","AFD","AIM","AIN","AIY","ASEL","ASER","ASG","ASI","ASK","AVA","AVE","AVG","AVH","AVK","AVL","AVM","AWA","AWB","AWC","BAG","CAN","DA","DD","DVC","I5","IL1","IL2","LUA","NSM","OLL","OLQ","PHA","PVC","PVD","PVM","RIA","RIC","RIM","RIS","RMD","SMB","SMD","VB","VC","VD"
"mcu-1 IV_-_5938890_5938897_5939122","mcu-1","WBGene00019296","K02B2.3","IV_-_5938890_5938897_5939122","2.8675%","3.246%","8.565%","11.062%","0%","2.78%","2.5%","0%","6.84%","14.285%","4.16666666666667%","0%","0%","10.9%","0.4725%","4.54666666666667%","0.696666666666667%","4.1675%","8.3325%","7.8525%","6.25%","12.6566666666667%","2.0425%","14.815%","1.925%","4.615%","1.96%","5.375%","7.5575%","3.03%","8.75%","10.7133333333333%","5.8375%","10.154%","10%","9.09%","10.3133333333333%","1.0875%","0.735%","6.66666666666667%","2.706%","3.836%","5%","3.915%","3.93666666666667%","2.395%"
"pqn-22 IV_-_6027524_6029108_6029155","pqn-22","WBGene00004112","C46G7.4","IV_-_6027524_6029108_6029155","71.12%",NA,NA,NA,"54.3866666666667%",NA,NA,NA,NA,NA,NA,NA,"77.78%",NA,NA,NA,NA,NA,NA,"87.5%",NA,NA,NA,NA,"68.37%",NA,"63.0466666666667%",NA,NA,NA,NA,NA,NA,NA,"80%","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unc-77 IV_-_6157709_6157914_6158319","unc-77","WBGene00006809","C11D2.6","IV_-_6157709_6157914_6158319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.2966666666667%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.83%",NA,NA,NA,NA,"78.7866666666667%","63.9475%","67.266%",NA,NA,NA,"54.4875%",NA,NA,NA,NA,NA,"42.5%",NA,"45.9575%"
"unc-77 IV_-_6166047_6166173_6166242","unc-77","WBGene00006809","C11D2.6","IV_-_6166047_6166173_6166242",NA,NA,"0%",NA,NA,"0%","0%",NA,"0%",NA,"0%",NA,"9.52333333333333%",NA,NA,NA,"0%","0%","0%",NA,NA,NA,NA,NA,"26.4125%","0%","0%",NA,NA,NA,NA,"0%",NA,NA,NA,NA,"13.5425%","0%",NA,"0%",NA,"0%",NA,NA,"0%",NA
"unc-77 IV_-_6170186_6170296_6170466","unc-77","WBGene00006809","C11D2.6","IV_-_6170186_6170296_6170466",NA,NA,"0%","2.62%",NA,NA,NA,NA,NA,NA,"0%","2.96333333333333%","0%","3.01%","0%","1.99333333333333%",NA,NA,NA,NA,NA,NA,"0%",NA,"0.7625%",NA,NA,NA,NA,NA,"0%",NA,NA,NA,"50%","0%",NA,"0%","1.19%",NA,NA,"0%","3.9025%","0%",NA,"0%"
"rpl-15 IV_-_653596_654202_654398","rpl-15","WBGene00004427","K11H12.2","IV_-_653596_654202_654398","99.89%","100%","99.75%","99.9033333333333%","100%","100%","99.9575%","99.835%","99.9225%","99.95%","99.8933333333333%","99.9533333333333%","100%","99.87%","99.8825%","99.0966666666667%","99.9733333333333%","99.7875%","100%","99.895%","99.88%","99.9166666666667%","100%","99.8825%","99.66%","99.8825%",NA,"99.9225%","99.885%","99.3666666666667%","99.915%","99.9766666666667%","99.97%","99.906%","100%",NA,"99.99%","99.9375%","99.87%","100%","99.924%","99.764%","99.91%","99.945%","99.915%","99.9425%"
"rpl-15 IV_-_653642_654202_654398","rpl-15","WBGene00004427","K11H12.2","IV_-_653642_654202_654398","99.7825%","99.758%","99.4725%","99.69%","99.85%","99.8033333333333%","99.9%","99.9375%","99.745%","99.6825%","99.9066666666667%","99.69%","100%","99.5875%","99.495%","99.26%","99.7933333333333%","99.7275%","100%","99.9175%","99.81%","99.8666666666667%","99.9375%","99.9725%","99.6925%","99.8475%","99.5466666666667%","99.6275%","99.915%",NA,"99.795%","99.94%","99.905%","99.908%","100%","98.665%","99.7483333333333%","99.9225%","99.8825%","99.3266666666667%","99.744%","99.612%","99.8875%","99.5275%","99.7833333333333%","99.8375%"
"F38A5.2 IV_-_6585130_6585136_6585206","F38A5.2","WBGene00018161","F38A5.2","IV_-_6585130_6585136_6585206","24.1225%","38.092%","27.9975%","30.1966666666667%","41.98%","35.84%","23.3725%","20.7025%","16.73%","27.2375%","39.8033333333333%","27.7766666666667%","24.4433333333333%","30.785%","28.695%","46.29%","27.0133333333333%","31.3275%","16.112%","28.6225%","30.31%","40.4666666666667%","35.7725%","38.475%","30.7325%","36.585%","24.04%","38.105%","37.87%","47.62%","50.9%","34%","40.7625%","35.62%","12.5%","25%","42.2033333333333%","14.9%","30.475%","50.3233333333333%","23.848%","35.256%","36.11%","41.6575%","31.6866666666667%","21.185%"
"C17H12.2 IV_-_6788714_6788724_6788763","C17H12.2","WBGene00015928","C17H12.2","IV_-_6788714_6788724_6788763","0%","0%","5.7525%","2.5%","0%","0%","0%","0%","3.22666666666667%","0%","11.1116666666667%","0%","0%","4.91%","3.125%","0%","3.57%","6.25%","0%","0.8625%","0%","0%","18.7033333333333%","0%","1.2825%","11.895%","5.26333333333333%","0%","6.1025%","5.55666666666667%","23.25%","8.46666666666667%","14.3575%","8.566%","0%","0%","9.72166666666667%","13.27%","1.47%","12.5%","4.038%","1.818%","5%","23.2325%","3.61%","8.2725%"
"T05A12.3 IV_-_6886105_6886111_6886152","T05A12.3","WBGene00020234","T05A12.3","IV_-_6886105_6886111_6886152","0%","0%","3.125%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","2.5%","0%","0%","1.36%","0%","1.0425%","1.25%","0%","0%","6.66666666666667%","0%","9.21%","15.1333333333333%","1.9225%","0%","0%","0%","0.74%","0%","6.25%","0%","0%","6.154%","5%","0%","0%","1.19%"
"cutl-26 IV_-_700346_701202_707666","cutl-26","WBGene00021950","Y55F3C.7","IV_-_700346_701202_707666","100%",NA,"100%","95.8333333333333%",NA,"100%","100%","92.2225%","98.9125%","100%","100%","100%",NA,"98.195%","100%","100%","99.7833333333333%","98.61%",NA,"85.6875%","100%","100%","93.75%","100%","100%","95.8325%","99.02%","98.61%","84.2866666666667%","100%","96.665%","98.1466666666667%","98.685%","97.648%","100%","98.39%","100%","100%","93.75%",NA,"97.49%","94.92%","98.515%","100%","100%","97.5%"
"cogc-2 IV_-_7039147_7039153_7039192","cogc-2","WBGene00000585","C06G3.10","IV_-_7039147_7039153_7039192","2.7775%","0%","2.2725%","11.818%","18.18%","14.285%","14.2866666666667%","0%","11.7133333333333%","19.6425%","0%","25%","0%","13.395%","5%","0%","3.33333333333333%","0%","0%","0%","0%","11.11%","2.5%","11.7633333333333%","6.35%","6.25%","2.22333333333333%","10%","4.1675%","0%","17.615%","10.32%","5.9025%","6.534%","0%","0%","17.9%","0%","0%","7.69%","0%","6.018%","1.785%","3.03%","5.342%","1.25%"
"deb-1 IV_-_7085857_7086099_7086181","deb-1","WBGene00000942","ZC477.9","IV_-_7085857_7086099_7086181","61.72%","85.4175%",NA,"58.684%","57.69%","36.365%","77.1875%","85.325%","58.7566666666667%","100%","78.8883333333333%",NA,NA,NA,NA,"16.4766666666667%","49.6066666666667%","81.2325%","83.5%",NA,"27.5%",NA,NA,NA,NA,NA,NA,"28.705%",NA,NA,NA,NA,NA,NA,NA,"11.11%","71.838%","18.4625%","33.4825%",NA,"21.522%","23.824%",NA,"36.6575%","43.3616666666667%",NA
"hecd-1 IV_-_7141061_7141067_7141110","hecd-1","WBGene00016405","C34D4.14","IV_-_7141061_7141067_7141110","15.7275%","23.112%","25.86%","18.695%","15%","25.8766666666667%","2.78%","10.215%","17.8533333333333%","33.285%","33.1183333333333%","16.0533333333333%","0%","20.145%","14.8225%","18.9366666666667%","17.6666666666667%","23.4%","24.924%","26.8725%","29.8325%","12.2166666666667%","37.89%","23.5925%","17.5075%","38.97%","9.98666666666667%","20.11%","29.855%","37.53%","40.32%","30.2966666666667%","30.255%","30.382%","3.335%","10%","30.325%","22.56%","12.7575%","36.7333333333333%","19.47%","18.126%","23.01%","25.1925%","18.2516666666667%","18.3825%"
"col-113 IV_-_7150789_7150801_7150878","col-113","WBGene00000687","C34D4.15","IV_-_7150789_7150801_7150878","60.5566666666667%","61.668%","71.895%","80.4%","78.335%","28.57%","100%","34.85%","59.4033333333333%","86.3266666666667%","87.28%","54.3066666666667%","70%","72.2225%","55.0766666666667%","0%","89.7433333333333%","55%","100%","61.8675%","100%","60.4633333333333%","72.845%","75.59%","65%","83.1825%","67.6066666666667%","70.8325%","76.9825%","40%","73.15%","77.1466666666667%","72.705%","79.13%","100%","87.5%","73.0516666666667%","77.78%","88.2866666666667%","64.96%","56.678%","71.666%","77.7925%","82.5%","69.88%","79.205%"
"D2024.5 IV_-_7227507_7227617_7227694","D2024.5","WBGene00017053","D2024.5","IV_-_7227507_7227617_7227694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.778%",NA,NA,"16.43%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6666666666667%",NA,"43.712%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daf-42 IV_-_7336981_7340973_7341119","daf-42","WBGene00021496","Y40C5A.3","IV_-_7336981_7340973_7341119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%",NA,NA,NA,NA,NA,NA,NA,NA,"100%",NA,NA
"Y40C5A.4 IV_-_7349476_7349809_7349893","Y40C5A.4","WBGene00021497","Y40C5A.4","IV_-_7349476_7349809_7349893","0%","11.11%","29.335%","1.40666666666667%","0%","0%","0%","33.335%","8.93%","0%","11.11%","0%","0%","6.25%","29.545%","22.22%","55%","13.3325%","1.215%","9.615%","2.7775%","50%","38.505%",NA,"30.5575%","10%",NA,"15.625%","14.2866666666667%","0%","27.775%","7.84333333333333%","19.445%","25.396%","100%",NA,"7.692%","20.3125%","3.125%","33.3333333333333%","17.954%","5.835%","26.5575%","66.6666666666667%","13.524%",NA
"Y40C5A.4 IV_-_7350688_7351260_7351406","Y40C5A.4","WBGene00021497","Y40C5A.4","IV_-_7350688_7351260_7351406",NA,"1.785%",NA,NA,NA,"0%","5.77%","30%","56.6675%","59.375%","33.3333333333333%","11.11%","0%","28.75%","61.11%","7.69333333333333%","26.9866666666667%","66.6666666666667%","51.442%","65.56%","89.285%","0%","33.3333333333333%","1.055%","1.9225%","45.8725%","48.4833333333333%",NA,"5.55666666666667%","33.3333333333333%","13.89%","19.23%","23.92%","15.476%","0%","0%","0%","26.47%","12.5%","14.29%","24.572%","18.928%","13.83%","25%","15.834%","0.715%"
"plc-4 IV_-_7512057_7512065_7512217","plc-4","WBGene00004039","R05G6.8","IV_-_7512057_7512065_7512217","0%","25%","10.4175%","5%","0%",NA,"0%","0%","37.035%","0%","0%","0%","0%","4.1675%","7.145%","0%","5.55666666666667%","0%","0%","17.0733333333333%","0%","8.33333333333333%","13.485%","13.5%","1.5625%","17.7875%","0%","0%","20.33%","33.3333333333333%","28.175%","4.76333333333333%","22.535%","18.074%","0%",NA,"22.16%","0%","22.9175%","0%","6.56%","0%","11.11%","0%","3.03%","9.745%"
"F33D4.6 IV_-_7715147_7715383_7715467","F33D4.6","WBGene00017998","F33D4.6","IV_-_7715147_7715383_7715467","11.3625%","11.4575%","31.99%","33.6%","37.2533333333333%","6.895%","38.005%","0%","32.9166666666667%","33.3333333333333%","50%","0%","19.4433333333333%","20.755%",NA,"14.285%",NA,"73.3333333333333%","21.43%","16.0725%","0%",NA,NA,NA,"38.8825%","11.9925%","0%","5.815%","38.73%","0%",NA,"20.6333333333333%","22.9975%",NA,"0%","4.545%","8.71833333333333%","27.1466666666667%","13.4666666666667%","22.35%","25.606%","32.2925%","13.9325%","14.1675%","18.346%",NA
"rsp-6 IV_-_7790397_7790745_7790835","rsp-6","WBGene00004703","C33H5.12","IV_-_7790397_7790745_7790835",NA,NA,NA,NA,"0%",NA,NA,NA,NA,NA,"11.3283333333333%",NA,NA,NA,NA,"26.665%",NA,NA,"38.094%",NA,"20.7375%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.1775%",NA,NA,NA,NA,"40.7025%",NA,NA
"sgo-1 IV_-_7795111_7795117_7795203","sgo-1","WBGene00016381","C33H5.15","IV_-_7795111_7795117_7795203","16.6675%","15.625%","40.17%","17.5%","0%","0%","0%","0%","41.665%","0%","88.89%","100%","0%","23.105%","12.5%","0%","13.6933333333333%","35.715%",NA,"36.365%","12.5%","64.9566666666667%","44.58%","75.6425%","41.665%","40%","25%","3.5725%","41.0233333333333%","100%","53.225%","35%","32.63%","40.588%","33.335%","0%","53.5383333333333%","25%","60%","64.71%","46%","58.335%","75%","33.3333333333333%","21.844%","37.99%"
"cdgs-1 IV_-_7814571_7814577_7815126","cdgs-1","WBGene00016384","C33H5.18","IV_-_7814571_7814577_7815126","0%","0.994%","1.82%","0.916666666666667%","7.69333333333333%","0%","0.7525%","1.9225%","2.19333333333333%","1.29%","5.555%","0%","0.926666666666667%","3.24%","7.2925%","0%","1.06666666666667%","2.7775%","0%","15.9%","0%","2.56333333333333%","11.6525%","0%","0.085%","4.7025%","0%","6.945%","24.2866666666667%","16.6666666666667%","9.085%","3.17333333333333%","4.61%","8.372%","0%","0%","5.12166666666667%","0.7%","0.925%","3.70333333333333%","1.742%",NA,"0.985%","5.555%","0.636666666666667%","3.0675%"
"C06A6.4 IV_-_7827105_7827462_7827567","C06A6.4","WBGene00015509","C06A6.4","IV_-_7827105_7827462_7827567","44.1675%","25%","58.1975%","26.6666666666667%","35.715%",NA,"0%","22.2225%","72.7766666666667%","83.335%","52.7783333333333%","100%","25%","48.1775%","51.12%","100%","39.4433333333333%","10%","40%",NA,"75%","23.5933333333333%","19.985%",NA,"18.8225%","67.6175%",NA,"25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.165%","19.0466666666667%","66.67%","38.754%","49.068%","45.635%","26.6666666666667%","37.4066666666667%","29.735%"
"xpo-3 IV_-_7923378_7923384_7923518","xpo-3","WBGene00002080","C49H3.10","IV_-_7923378_7923384_7923518","2.5%","50%","10.8325%","8.334%","71.43%",NA,NA,"0%","0.74%","0%","53.334%","0%","0%","8.93%","0%","0%","0%","12.5%","33.3333333333333%","0.833333333333333%","0%","0%","6.28666666666667%","7.5%","2.5%","26.0325%","25%","0%","30.91%","0.596666666666667%","18.75%","8.46666666666667%","11.13%","12.522%","0%","0%","15.0925%","0%","7.1425%","0%","11.282%","4.834%","8.3925%","0%","4.286%","9.8525%"
"nsy-7 IV_-_8085233_8085278_8085751","nsy-7","WBGene00044508","C18F3.4","IV_-_8085233_8085278_8085751","74.4275%","96.016%","79.1%","81.666%",NA,"41.665%","100%","87.5%","89.4133333333333%","90%","57.778%","83.3333333333333%","100%","87.535%","63.1825%","73.08%","85.01%","100%","50%","91.9366666666667%","100%","63.21%","93.6925%","81.945%","81.67%","68.75%","94.1166666666667%","86.7425%","47.62%","91.665%","80.125%","82.5%","71.52%","70.254%","75%","100%","84.4433333333333%","66.6675%","96.155%","66.67%","93.928%","91.476%","86.5325%","100%","69.245%","84.865%"
"rabs-5 IV_-_8104670_8104676_8105162","rabs-5","WBGene00021538","Y42H9AR.3","IV_-_8104670_8104676_8105162","0%","20%","0%","8.3325%","0%","0%","0%","0%","19.0466666666667%","0%","0%",NA,"0%","0%","0%","0%","0%","30.5566666666667%","50%","0%","66.67%","0%","35.9766666666667%","3.33333333333333%","21.6666666666667%","30%","33.3333333333333%","0%","89.2866666666667%","50%","58.335%","8.33333333333333%","43.4125%","25%",NA,NA,"20.428%","50%","18.75%","25%","7.858%","0%","4.1675%","50%","7.5%","13.8875%"
"zipt-15 IV_-_811736_812567_817297","zipt-15","WBGene00021936","Y55F3BL.2","IV_-_811736_812567_817297","1.4375%","0%","1.0625%","1.34%","0%","0%","0%","0%","0%","1.785%","0%","0%","1.80333333333333%","0%","8.595%","8.57%","3.71333333333333%","2.72%","3.214%","0%","0%","1.85333333333333%","9.6475%","20.505%","0.64%","1.6675%","0%","0.695%","0.13%","2.87%","1.695%","0.926666666666667%","2.2075%","1.49%","0%","50%","0.833333333333333%","3.5525%","0%","0%","2.428%","5.302%","2.8575%","11.6075%","0.793333333333333%","6.045%"
"nhr-66 IV_-_8229062_8229068_8229247","nhr-66","WBGene00003656","T09A12.4","IV_-_8229062_8229068_8229247","23.6225%","12.088%","13.715%","13.666%","7.145%","13.3333333333333%","44.285%","19.83%","16.3666666666667%","13.845%","7.63833333333333%","0%","0%","17.9675%","9.92%","6.06%","12.4666666666667%","16.805%","0%","14.275%","50%","34.1233333333333%","12.0725%","20.1625%","12.755%","18.68%","9.04666666666667%","21.35%","22.7833333333333%","6.66666666666667%","19.82%","21.3666666666667%","23.8525%","18.344%","0%","66.67%","2.7%","8.9275%","10.1575%","36.3633333333333%","17.176%","5.934%","18.4025%","12.5%","14.1666666666667%","7.72%"
"D2096.7 IV_-_8376631_8376666_8376723","D2096.7","WBGene00017074","D2096.7","IV_-_8376631_8376666_8376723","86.83%","100%","93.4675%","97.158%","100%","68.75%","100%","94.4433333333333%","94.3833333333333%","83.3333333333333%","100%","90.4733333333333%","88.0966666666667%","87.6825%","94.445%","85.5533333333333%","83.3333333333333%","100%","100%","76.085%","90.625%","100%","96.5475%","100%","93.195%","95%","85.7133333333333%","91.1%","92.28%","81.7833333333333%","95.835%","86.23%","94.2225%","88.94%","100%","66.67%","96.3133333333333%","75%","75.125%","95%","93.96%","84.348%","88.4025%","100%","84.778%","97.025%"
"tag-77 IV_-_8503971_8503977_8504055","tag-77","WBGene00006450","C28C12.10","IV_-_8503971_8503977_8504055","5.24%","0%","11.665%","10.9716666666667%",NA,"0%","0%","0%","17.0833333333333%","0%","50%","0%","0%","9.6475%","25%","0%","4.44333333333333%","13.5725%","0%","3.70333333333333%","0%","12.5%","23.1675%","17.8575%","3.33333333333333%","15.44%","0%","5%","30.625%","5.55666666666667%","32%","11.5733333333333%","25.5525%","17.226%","25%",NA,"3.334%","33.3333333333333%","1.58666666666667%","10%","9.168%","21.668%","8.33333333333333%","0%","10.584%","2.7775%"
"H23L24.4 IV_-_8703129_8703393_8703825","H23L24.4","WBGene00019231","H23L24.4","IV_-_8703129_8703393_8703825","0%","18.328%",NA,"0%",NA,"0%","0%","33.3333333333333%","0%","0%","0%",NA,NA,"0%",NA,"0%","0%","0%","0%","0%",NA,"0%","0%",NA,"100%","0%","50%","0%","0%",NA,NA,"0%","0%","0%",NA,NA,"0%","9.2275%","0%","0%","0%","0%","0%","100%",NA,"0%"
"C09G9.1 IV_-_8862485_8863497_8863847","C09G9.1","WBGene00007492","C09G9.1","IV_-_8862485_8863497_8863847","59.945%","66.43%","38.415%","52.6916666666667%","50%","37.7766666666667%","21.2825%","19.1275%","41.7633333333333%","25.625%","29.1666666666667%","42.9633333333333%","28.335%","50.795%","37.195%","15.5533333333333%","12.6033333333333%","46.4525%","44.1675%","52.9425%","43.75%","23.0533333333333%","59.105%","50.335%","41.4775%","47.2125%","46.1866666666667%","30%","27.46%","57.38%","51.665%","51.1133333333333%","66.12%","46.156%","12.5%","50%","56.6033333333333%","28.9125%","40.0075%","32.7166666666667%","58.776%","36.174%","46.2125%","46.435%","43.9333333333333%","47.915%"
"mans-4 IV_-_9078150_9078158_9078205","mans-4","WBGene00013881","ZC410.3","IV_-_9078150_9078158_9078205","22.2233333333333%","66.6666666666667%","18.75%","0%","0%","0%",NA,NA,"28%","0%","25%","11.11%",NA,"0%","0%",NA,"0%","25%","0%","0%","0%","0%","1.51666666666667%","0%","22.2233333333333%","0%","50%","16.67%","43.2533333333333%","0%","14.515%","0%","5.625%","20%",NA,NA,"0%","0%","50%","0%","25%","0%","18.3325%","0%","26.666%","0%"
"icln-1 IV_-_9095179_9095298_9095341","icln-1","WBGene00002046","C01F6.8","IV_-_9095179_9095298_9095341",NA,"43.216%",NA,NA,"41.67%","24.8666666666667%",NA,"32.92%","41.8933333333333%","25.1175%",NA,NA,NA,NA,"28.2875%",NA,NA,NA,"22.9175%",NA,"38.3325%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.2225%",NA,NA
"flh-1 IV_-_9262602_9262611_9262656","flh-1","WBGene00012435","Y11D7A.12","IV_-_9262602_9262611_9262656","52.5%","80%","60%","71.048%","0%",NA,"0%","50%","68.535%","100%","100%","100%",NA,"60.2775%","61.11%","100%","67.5466666666667%","54.1675%","50%","65.2075%","80%","76.11%","86.22%","72.425%","78.895%","93.3333333333333%","74.36%","78.57%","77.3533333333333%","96.155%","92.825%","70.33%","74.95%","81.41%","0%","50%","59.2666666666667%","62.5%","83.3333333333333%","77.78%","87.334%","84.756%","78.125%","50%","66.954%","70.34%"
"coa-4 IV_-_9334405_9334557_9335264","coa-4","WBGene00011857","T20D3.3","IV_-_9334405_9334557_9335264","66.6666666666667%",NA,"70.735%","55.2075%","0%","100%","100%","33.3333333333333%","100%","66.6666666666667%","50%","100%","58.62%",NA,"93.75%",NA,"71.5166666666667%","22.2233333333333%","70.8325%","65.0433333333333%","66.6666666666667%",NA,NA,NA,NA,"100%","100%","87.5%",NA,NA,NA,"31.48%","38.2025%","84.88%",NA,NA,NA,"45%","77.0825%","100%","66.332%","60.685%",NA,"80%",NA,NA
"vps-26 IV_-_9341003_9341009_9341352","vps-26","WBGene00006931","T20D3.7","IV_-_9341003_9341009_9341352","18.5675%","22.2233333333333%","10.6066666666667%","48.444%","17.7766666666667%","0%","50%","12.12%","17.48%","37.56%","25%","50%","50%","44.7925%","22.0825%","26.1933333333333%","35.08%","32.3875%","22.2233333333333%","29.7966666666667%","16.665%","22.2233333333333%","39.4975%","17.5%","20.9225%","29.545%","17.46%","31.25%","11.945%","0%","16.235%","37.88%","36.665%","30.756%","50%","100%","21.775%","26.1375%","39.8825%","14.29%","20.382%","49.6775%","32.795%","20%","10.565%","38.005%"
"pezo-1 IV_-_9361965_9361971_9362970","pezo-1","WBGene00007505","C10C5.1","IV_-_9361965_9361971_9362970","25%","22.2233333333333%","0%","0%","0%","0%","0%","0%","6.66666666666667%","0%","0%","0%","0%","3.125%","11.11%","8.33333333333333%","25%","8.3325%","0%","4.44333333333333%","0%","12.5%","23.3333333333333%","5%","9.375%","25.5675%",NA,NA,"21.6666666666667%","48.81%","72.22%","10%","35%","50%",NA,NA,"15.625%","4.1675%","0%","0%","0%","16.665%","9.52333333333333%","0%","5%","7.1425%"
"pezo-1 IV_-_9363968_9363974_9364020","pezo-1","WBGene00007505","C10C5.1","IV_-_9363968_9363974_9364020","6.685%","27.0825%","18.61%","9.642%","33.3333333333333%","12.5%","0%","19.6425%","30.77%","8.3325%","20.8325%","75%","0%","4.83%","0%","0%","21.99%","0%","0%","2.42333333333333%","12.5%","15.2366666666667%","18.15%","6.94666666666667%","7.8625%","44.7025%","0%","16.6666666666667%","25.6633333333333%","46.6666666666667%","47.05%","52.7766666666667%","33.75%","28.528%","0%",NA,"21.8183333333333%","8.3075%","40.475%","13.635%","27.426%","7.858%","27.805%","29.1675%","8.97%","15.8325%"
"pezo-1 IV_-_9364178_9364833_9365069","pezo-1","WBGene00007505","C10C5.1","IV_-_9364178_9364833_9365069","31.565%","76%","16.0475%","43.118%","0%","34.1666666666667%","54.445%","55.3575%","36.41%","40.8325%","24%","50%","10%","29.2175%","9.375%","38.46%","48.2966666666667%","59.09%","8.3325%","23.265%","50%",NA,NA,NA,"35.0725%","30.95%","38.0966666666667%",NA,"45.5566666666667%","61.5866666666667%",NA,"43.63%","34.0825%","15.138%","0%","50%","48.674%","62.8575%","38.3325%",NA,"50.834%","33.212%","28.63%","39.5825%","13.11%",NA
"F38E11.6 IV_-_9465017_9465023_9465069","F38E11.6","WBGene00009543","F38E11.6","IV_-_9465017_9465023_9465069","0%","1.19%","50%","16.6666666666667%",NA,"0%","0%","9.3375%","5.26333333333333%","19.285%","100%",NA,NA,"50%",NA,"0%","0%","0%","14.8133333333333%","15.265%","8.3325%",NA,NA,NA,NA,"0%","0%",NA,NA,"0%","0%","0%","0%","0%",NA,"0%","0%","0%","0%",NA,"0%","0%","0%","66.67%","0%","0%"
"cka-1 IV_-_9732891_9732900_9732945","cka-1","WBGene00000509","C28D4.2","IV_-_9732891_9732900_9732945","6.3075%","7.048%","21.58%","29.334%","50%","100%","0%","4.76333333333333%","15.7566666666667%","33.3333333333333%","31.666%","16.6666666666667%","66.665%","38.3925%","37.5%","0%","10.05%","35%","0%","51.47%","13.3333333333333%","12.6433333333333%","56.25%","8.115%","9.9025%","32.1425%","0%","14.865%","21.25%","38.89%","42.855%","27.7766666666667%","10.6325%","11.864%",NA,"0%","32.23%","19.445%","23.93%","54.55%","12.184%","16.666%","21.725%","0%","76.364%","21.53%"
"pis-1 IV_-_9795519_9795526_9795585","pis-1","WBGene00004031","T13F2.3","IV_-_9795519_9795526_9795585","0%","0%","0%","0%","0%","0%","0%","0%","2.61333333333333%","0%","0%","0%","0%","0%","0%","10%","0%","0%","0%","0%","0%","0%","5.12666666666667%","0%","0%","0%","0%","0%","0%","0%","5.68%","0%","3.3325%","0.91%","0%","0%","0%","2.6325%","1.1375%","0%","0%","0%","0%","0%","0%","0%"
"pis-1 IV_-_9796245_9796251_9796296","pis-1","WBGene00004031","T13F2.3","IV_-_9796245_9796251_9796296","46.4775%","67.652%","38.785%","37.65%","100%","30.435%","22.47%","35.5975%","34.8466666666667%","41.6666666666667%","40%","74.6033333333333%","75%","47.6075%","22.9875%","27.365%","27.3466666666667%","39.43%","0%","42.215%","51.16%","49.5133333333333%","65.8325%","49.68%","36.5675%","53.79%","44.21%","49.25%","75.9366666666667%","69.23%","71.075%","73.61%","54.625%","56.94%","33.335%","20%","44.1033333333333%","43.81%","36.59%","13.89%","36.54%","35.25%","45.24%","40.4175%","54.4266666666667%","41.5%"
"dct-15 IV_-_9809756_9809790_9809835","dct-15","WBGene00012340","W08D2.3","IV_-_9809756_9809790_9809835","100%","92.982%","100%","100%",NA,"99.3833333333333%","98.05%","98.955%","98.9575%","99.1075%","100%",NA,"100%","100%",NA,"100%",NA,"98.76%","97.5%","97.9775%","100%","100%","100%","100%","100%","75%","100%","66.6666666666667%","100%","100%","100%","100%","96.4275%","100%",NA,"100%","100%","100%","100%","100%","98.182%","100%","100%",NA,"100%","100%"
"dur-1 IV_-_9922526_9923137_9923246","dur-1","WBGene00001113","F25H8.5","IV_-_9922526_9923137_9923246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.1675%",NA,NA,NA,"84.5233333333333%",NA,NA,"95.8325%","58.1833333333333%",NA,"85.63%",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.354%",NA,NA,NA,NA,NA,"58.3333333333333%",NA,NA,NA,"68.75%",NA,"79.165%"
"dur-1 IV_-_9922695_9923137_9923246","dur-1","WBGene00001113","F25H8.5","IV_-_9922695_9923137_9923246","86.7525%","91.6675%","74.63%",NA,NA,"100%","68.75%","66.6666666666667%","55%","100%","50%","88.89%","56.25%","98.8625%","92.5933333333333%",NA,"71.43%","97.2233333333333%",NA,NA,"96.4275%","59.72%","33.3333333333333%","91.74%","95.8333333333333%","61.965%",NA,"66.6666666666667%",NA,"83.3333333333333%",NA,"55.1366666666667%","64.44%",NA,NA,"50%","92.834%","58.3333333333333%","34.0366666666667%",NA,NA,NA,"65.3925%","98.4833333333333%","88.89%","87.3%"
